batter,bowler,runs,balls,dismissals,strike_rate,average
Q de Kock,DW Steyn,28,22,22,127.27272727272727,1.2727272727272727
Q de Kock,E Malinga,1,4,4,25.0,0.25
Q de Kock,FA Allen,6,3,3,200.0,2.0
Q de Kock,Fazalhaq Farooqi,2,2,2,100.0,1.0
Q de Kock,GC Viljoen,8,8,8,100.0,1.0
Q de Kock,GD Phillips,3,3,3,100.0,1.0
Q de Kock,GJ Maxwell,19,25,26,76.0,0.7307692307692307
Q de Kock,HF Gurney,1,1,1,100.0,1.0
Q de Kock,HH Pandya,20,11,11,181.8181818181818,1.8181818181818181
Q de Kock,HR Shokeen,1,1,1,100.0,1.0
Q de Kock,HV Patel,55,39,40,141.02564102564102,1.375
Q de Kock,Harbhajan Singh,35,40,41,87.5,0.8536585365853658
Q de Kock,Harpreet Brar,2,2,2,100.0,1.0
Q de Kock,Harshit Rana,24,13,13,184.6153846153846,1.8461538461538463
Q de Kock,I Sharma,53,34,36,155.88235294117646,1.4722222222222223
Q de Kock,I Udana,7,4,5,175.0,1.4
Q de Kock,IC Pandey,14,9,9,155.55555555555557,1.5555555555555556
Q de Kock,Imran Tahir,10,14,14,71.42857142857143,0.7142857142857143
Q de Kock,Iqbal Abdulla,4,3,3,133.33333333333331,1.3333333333333333
Q de Kock,JC Archer,76,37,40,205.4054054054054,1.9
Q de Kock,JD Unadkat,58,41,41,141.46341463414635,1.4146341463414633
Q de Kock,JH Kallis,5,4,4,125.0,1.25
Q de Kock,JJ Bumrah,8,9,10,88.88888888888889,0.8
Q de Kock,JO Holder,4,4,4,100.0,1.0
Q de Kock,JP Behrendorff,1,5,5,20.0,0.2
Q de Kock,JP Duminy,1,1,1,100.0,1.0
Q de Kock,JP Faulkner,3,6,6,50.0,0.5
Q de Kock,JR Hazlewood,16,11,11,145.45454545454547,1.4545454545454546
Q de Kock,K Gowtham,29,14,14,207.14285714285717,2.0714285714285716
Q de Kock,K Rabada,68,45,47,151.11111111111111,1.446808510638298
Q de Kock,KA Jamieson,4,5,5,80.0,0.8
Q de Kock,KC Cariappa,13,8,9,162.5,1.4444444444444444
Q de Kock,KH Pandya,6,7,8,85.71428571428571,0.75
Q de Kock,KK Ahmed,46,30,30,153.33333333333334,1.5333333333333334
Q de Kock,KMA Paul,7,3,3,233.33333333333334,2.3333333333333335
Q de Kock,KR Sen,15,8,8,187.5,1.875
Q de Kock,KS Williamson,12,6,6,200.0,2.0
Q de Kock,KV Sharma,15,9,9,166.66666666666669,1.6666666666666667
Q de Kock,KW Richardson,2,3,3,66.66666666666666,0.6666666666666666
Q de Kock,Kartik Tyagi,1,2,2,50.0,0.5
Q de Kock,Kuldeep Yadav,20,14,14,142.85714285714286,1.4285714285714286
Q de Kock,L Ngidi,21,8,10,262.5,2.1
Q de Kock,LH Ferguson,13,7,7,185.71428571428572,1.8571428571428572
Q de Kock,LS Livingstone,19,8,8,237.5,2.375
Q de Kock,Lalit Yadav,18,12,12,150.0,1.5
Q de Kock,M Ashwin,38,22,22,172.72727272727272,1.7272727272727273
Q de Kock,M Jansen,18,15,16,120.0,1.125
Q de Kock,M Markande,16,6,6,266.66666666666663,2.6666666666666665
Q de Kock,M Muralitharan,5,2,2,250.0,2.5
Q de Kock,M Pathirana,4,5,6,80.0,0.6666666666666666
Q de Kock,M Prasidh Krishna,44,25,28,176.0,1.5714285714285714
Q de Kock,M Theekshana,15,15,16,100.0,0.9375
Q de Kock,MA Starc,17,16,17,106.25,1.0
Q de Kock,MC Henriques,9,9,9,100.0,1.0
Q de Kock,MG Johnson,29,14,14,207.14285714285717,2.0714285714285716
Q de Kock,MJ McClenaghan,14,21,22,66.66666666666666,0.6363636363636364
Q de Kock,MM Ali,7,9,9,77.77777777777779,0.7777777777777778
Q de Kock,MM Sharma,30,24,24,125.0,1.25
Q de Kock,MP Stoinis,19,13,13,146.15384615384613,1.4615384615384615
Q de Kock,Mayank Dagar,14,7,8,200.0,1.75
Q de Kock,Mohammad Nabi,13,19,19,68.42105263157895,0.6842105263157895
Q de Kock,Mohammed Shami,58,44,45,131.8181818181818,1.288888888888889
Q de Kock,Mohammed Siraj,51,33,33,154.54545454545453,1.5454545454545454
Q de Kock,Mujeeb Ur Rahman,11,17,18,64.70588235294117,0.6111111111111112
Q de Kock,Mukesh Choudhary,11,7,8,157.14285714285714,1.375
Q de Kock,Mustafizur Rahman,53,35,39,151.42857142857142,1.358974358974359
Q de Kock,N Rana,13,12,12,108.33333333333333,1.0833333333333333
Q de Kock,NT Ellis,1,2,2,50.0,0.5
Q de Kock,Navdeep Saini,15,11,11,136.36363636363635,1.3636363636363635
Q de Kock,Noor Ahmad,11,6,7,183.33333333333331,1.5714285714285714
Q de Kock,P Dubey,8,4,4,200.0,2.0
Q de Kock,P Kumar,30,24,25,125.0,1.2
Q de Kock,P Negi,1,2,2,50.0,0.5
Q de Kock,P Sahu,10,8,9,125.0,1.1111111111111112
Q de Kock,PJ Cummins,13,9,9,144.44444444444443,1.4444444444444444
Q de Kock,PP Chawla,9,14,14,64.28571428571429,0.6428571428571429
Q de Kock,PP Ojha,1,1,1,100.0,1.0
Q de Kock,PV Tambe,13,10,10,130.0,1.3
Q de Kock,PWH de Silva,21,9,9,233.33333333333334,2.3333333333333335
Q de Kock,Parvez Rasool,28,18,18,155.55555555555557,1.5555555555555556
Q de Kock,R Ashwin,85,76,76,111.8421052631579,1.118421052631579
Q de Kock,R Bhatia,8,6,6,133.33333333333331,1.3333333333333333
Q de Kock,R Dhawan,4,4,4,100.0,1.0
Q de Kock,R Parag,22,18,18,122.22222222222223,1.2222222222222223
Q de Kock,R Tewatia,8,6,6,133.33333333333331,1.3333333333333333
Q de Kock,R Vinay Kumar,20,7,7,285.7142857142857,2.857142857142857
Q de Kock,RA Jadeja,42,30,30,140.0,1.4
Q de Kock,RD Chahar,14,13,13,107.6923076923077,1.0769230769230769
Q de Kock,RJW Topley,16,12,12,133.33333333333331,1.3333333333333333
Q de Kock,Rashid Khan,48,46,46,104.34782608695652,1.0434782608695652
Q de Kock,Ravi Bishnoi,12,13,13,92.3076923076923,0.9230769230769231
Q de Kock,S Aravind,40,25,26,160.0,1.5384615384615385
Q de Kock,S Dube,1,3,3,33.33333333333333,0.3333333333333333
Q de Kock,S Gopal,18,28,28,64.28571428571429,0.6428571428571429
Q de Kock,S Kaul,19,9,10,211.11111111111111,1.9
Q de Kock,S Kaushik,3,6,6,50.0,0.5
Q de Kock,S Nadeem,1,1,1,100.0,1.0
Q de Kock,S Sandeep Warrier,13,14,14,92.85714285714286,0.9285714285714286
Q de Kock,SA Yadav,5,2,2,250.0,2.5
Q de Kock,SK Raina,9,13,13,69.23076923076923,0.6923076923076923
Q de Kock,SL Malinga,6,10,10,60.0,0.6
Q de Kock,SM Curran,24,23,24,104.34782608695652,1.0
Q de Kock,SN Thakur,53,39,39,135.8974358974359,1.358974358974359
Q de Kock,SP Narine,49,50,50,98.0,0.98
Q de Kock,SR Watson,38,23,24,165.2173913043478,1.5833333333333333
Q de Kock,SS Cottrell,0,5,5,0.0,0.0
Q de Kock,STR Binny,26,20,21,130.0,1.2380952380952381
Q de Kock,Sandeep Sharma,50,43,44,116.27906976744187,1.1363636363636365
Q de Kock,Shashank Singh,15,5,5,300.0,3.0
Q de Kock,Shivam Mavi,16,13,13,123.07692307692308,1.2307692307692308
Q de Kock,T Natarajan,6,10,10,60.0,0.6
Q de Kock,TA Boult,42,30,30,140.0,1.4
Q de Kock,TG Southee,57,30,31,190.0,1.8387096774193548
Q de Kock,TS Mills,0,1,1,0.0,0.0
Q de Kock,TU Deshpande,45,29,31,155.17241379310346,1.4516129032258065
Q de Kock,Tilak Varma,1,1,1,100.0,1.0
Q de Kock,UT Yadav,65,43,44,151.1627906976744,1.4772727272727273
Q de Kock,V Shankar,6,9,9,66.66666666666666,0.6666666666666666
Q de Kock,VG Arora,13,9,9,144.44444444444443,1.4444444444444444
Q de Kock,VR Aaron,2,4,4,50.0,0.5
Q de Kock,Vijaykumar Vyshak,15,9,10,166.66666666666669,1.5
Q de Kock,Washington Sundar,9,16,16,56.25,0.5625
Q de Kock,XC Bartlett,26,16,16,162.5,1.625
Q de Kock,Y Venugopal Rao,2,2,2,100.0,1.0
Q de Kock,YK Pathan,6,3,3,200.0,2.0
Q de Kock,YS Chahal,73,52,53,140.3846153846154,1.3773584905660377
Q de Kock,Yash Dayal,13,13,13,100.0,1.0
Q de Kock,Z Khan,1,3,3,33.33333333333333,0.3333333333333333
R Ashwin,A Mishra,6,10,10,60.0,0.6
R Ashwin,A Mithun,1,1,1,100.0,1.0
R Ashwin,A Nortje,14,6,6,233.33333333333334,2.3333333333333335
R Ashwin,AB Dinda,11,5,5,220.00000000000003,2.2
R Ashwin,AD Russell,18,7,7,257.14285714285717,2.5714285714285716
R Ashwin,AR Patel,19,18,18,105.55555555555556,1.0555555555555556
R Ashwin,Akash Madhwal,5,7,7,71.42857142857143,0.7142857142857143
R Ashwin,Akash Singh,13,4,5,325.0,2.6
R Ashwin,Arshad Khan,6,3,3,200.0,2.0
R Ashwin,Arshdeep Singh,1,6,6,16.666666666666664,0.16666666666666666
R Ashwin,Avesh Khan,15,10,11,150.0,1.3636363636363635
R Ashwin,Azhar Mahmood,7,3,3,233.33333333333334,2.3333333333333335
R Ashwin,B Kumar,1,4,4,25.0,0.25
R Ashwin,B Lee,1,5,5,20.0,0.2
R Ashwin,BB Sran,8,8,8,100.0,1.0
R Ashwin,C Sakariya,9,7,7,128.57142857142858,1.2857142857142858
R Ashwin,CH Morris,2,3,3,66.66666666666666,0.6666666666666666
R Ashwin,CJ Jordan,11,7,7,157.14285714285714,1.5714285714285714
R Ashwin,CR Woakes,6,4,4,150.0,1.5
R Ashwin,CV Varun,8,9,9,88.88888888888889,0.8888888888888888
R Ashwin,D Wiese,4,2,3,200.0,1.3333333333333333
R Ashwin,DJ Bravo,2,2,2,100.0,1.0
R Ashwin,DJ Muthuswami,0,2,2,0.0,0.0
R Ashwin,DS Kulkarni,17,5,8,340.0,2.125
R Ashwin,DT Christian,1,1,1,100.0,1.0
R Ashwin,DW Steyn,3,3,3,100.0,1.0
R Ashwin,G Coetzee,7,3,3,233.33333333333334,2.3333333333333335
R Ashwin,GB Hogg,0,1,1,0.0,0.0
R Ashwin,HF Gurney,0,2,2,0.0,0.0
R Ashwin,HH Pandya,3,4,4,75.0,0.75
R Ashwin,HV Patel,13,7,7,185.71428571428572,1.8571428571428572
R Ashwin,Harbhajan Singh,4,14,14,28.57142857142857,0.2857142857142857
R Ashwin,Harmeet Singh,2,2,2,100.0,1.0
R Ashwin,Harpreet Brar,7,4,4,175.0,1.75
R Ashwin,Harshit Rana,6,10,10,60.0,0.6
R Ashwin,I Sharma,2,2,2,100.0,1.0
R Ashwin,IK Pathan,7,7,7,100.0,1.0
R Ashwin,Imran Tahir,9,8,8,112.5,1.125
R Ashwin,Iqbal Abdulla,1,1,1,100.0,1.0
R Ashwin,J Little,1,1,1,100.0,1.0
R Ashwin,J Theron,0,2,2,0.0,0.0
R Ashwin,JC Archer,1,2,2,50.0,0.5
R Ashwin,JJ Bumrah,14,12,12,116.66666666666667,1.1666666666666667
R Ashwin,JO Holder,3,3,3,100.0,1.0
R Ashwin,JP Faulkner,7,5,5,140.0,1.4
R Ashwin,JPR Scantlebury-Searles,6,2,3,300.0,2.0
R Ashwin,JR Hazlewood,1,1,1,100.0,1.0
R Ashwin,K Gowtham,16,10,10,160.0,1.6
R Ashwin,K Khejroliya,10,4,4,250.0,2.5
R Ashwin,K Rabada,6,5,5,120.0,1.2
R Ashwin,KA Pollard,5,9,9,55.55555555555556,0.5555555555555556
R Ashwin,KH Pandya,15,6,6,250.0,2.5
R Ashwin,KT Maphaka,1,1,1,100.0,1.0
R Ashwin,Karanveer Singh,4,3,3,133.33333333333331,1.3333333333333333
R Ashwin,Kuldeep Yadav,27,22,23,122.72727272727273,1.173913043478261
R Ashwin,L Balaji,5,4,4,125.0,1.25
R Ashwin,L Ngidi,0,1,2,0.0,0.0
R Ashwin,LE Plunkett,5,5,6,100.0,0.8333333333333334
R Ashwin,LH Ferguson,2,5,5,40.0,0.4
R Ashwin,LS Livingstone,3,4,4,75.0,0.75
R Ashwin,M Morkel,5,3,3,166.66666666666669,1.6666666666666667
R Ashwin,M Pathirana,10,5,5,200.0,2.0
R Ashwin,M Prasidh Krishna,3,3,4,100.0,0.75
R Ashwin,M Theekshana,7,4,4,175.0,1.75
R Ashwin,MA Starc,1,2,2,50.0,0.5
R Ashwin,MC Henriques,10,7,7,142.85714285714286,1.4285714285714286
R Ashwin,MG Johnson,3,5,6,60.0,0.5
R Ashwin,MJ McClenaghan,8,5,6,160.0,1.3333333333333333
R Ashwin,MJ Santner,2,4,4,50.0,0.5
R Ashwin,MM Ali,19,18,18,105.55555555555556,1.0555555555555556
R Ashwin,MM Patel,1,3,3,33.33333333333333,0.3333333333333333
R Ashwin,MM Sharma,2,3,3,66.66666666666666,0.6666666666666666
R Ashwin,MR Marsh,4,5,5,80.0,0.8
R Ashwin,Mohammed Shami,12,7,7,171.42857142857142,1.7142857142857142
R Ashwin,Mohammed Siraj,18,10,10,180.0,1.8
R Ashwin,Mohsin Khan,1,1,1,100.0,1.0
R Ashwin,Mukesh Choudhary,10,4,4,250.0,2.5
R Ashwin,Mustafizur Rahman,21,13,14,161.53846153846155,1.5
R Ashwin,NM Coulter-Nile,18,12,12,150.0,1.5
R Ashwin,P Awana,1,1,1,100.0,1.0
R Ashwin,P Kumar,3,5,5,60.0,0.6
R Ashwin,P Suyal,0,1,1,0.0,0.0
R Ashwin,PH Solanki,7,3,3,233.33333333333334,2.3333333333333335
R Ashwin,PJ Cummins,11,7,7,157.14285714285714,1.5714285714285714
R Ashwin,PP Chawla,13,18,18,72.22222222222221,0.7222222222222222
R Ashwin,PP Ojha,2,5,5,40.0,0.4
R Ashwin,PV Tambe,4,4,4,100.0,1.0
R Ashwin,PVD Chameera,2,4,4,50.0,0.5
R Ashwin,PWH de Silva,1,2,2,50.0,0.5
R Ashwin,R Bhatia,8,11,11,72.72727272727273,0.7272727272727273
R Ashwin,R Dhawan,11,4,4,275.0,2.75
R Ashwin,R Sai Kishore,2,3,3,66.66666666666666,0.6666666666666666
R Ashwin,R Vinay Kumar,7,4,4,175.0,1.75
R Ashwin,RA Jadeja,3,8,9,37.5,0.3333333333333333
R Ashwin,RD Chahar,20,13,13,153.84615384615387,1.5384615384615385
R Ashwin,RG Sharma,0,1,1,0.0,0.0
R Ashwin,RJ Harris,8,8,8,100.0,1.0
R Ashwin,RP Meredith,12,6,8,200.0,1.5
R Ashwin,RP Singh,1,2,2,50.0,0.5
R Ashwin,Rashid Khan,9,13,13,69.23076923076923,0.6923076923076923
R Ashwin,Ravi Bishnoi,6,8,10,75.0,0.6
R Ashwin,S Aravind,1,3,3,33.33333333333333,0.3333333333333333
R Ashwin,S Kaul,1,1,1,100.0,1.0
R Ashwin,S Lamichhane,5,3,3,166.66666666666669,1.6666666666666667
R Ashwin,SL Malinga,17,12,12,141.66666666666669,1.4166666666666667
R Ashwin,SM Curran,0,1,1,0.0,0.0
R Ashwin,SMSM Senanayake,5,7,7,71.42857142857143,0.7142857142857143
R Ashwin,SN Thakur,22,15,15,146.66666666666666,1.4666666666666666
R Ashwin,SP Narine,10,8,9,125.0,1.1111111111111112
R Ashwin,SR Watson,3,5,5,60.0,0.6
R Ashwin,SS Cottrell,2,3,3,66.66666666666666,0.6666666666666666
R Ashwin,SSB Magala,7,6,7,116.66666666666667,1.0
R Ashwin,Sandeep Sharma,9,8,8,112.5,1.125
R Ashwin,Shahbaz Ahmed,0,3,3,0.0,0.0
R Ashwin,Shakib Al Hasan,2,3,3,66.66666666666666,0.6666666666666666
R Ashwin,Shivam Mavi,6,5,5,120.0,1.2
R Ashwin,T Natarajan,1,2,2,50.0,0.5
R Ashwin,TA Boult,6,8,9,75.0,0.6666666666666666
R Ashwin,TG Southee,5,9,9,55.55555555555556,0.5555555555555556
R Ashwin,TU Deshpande,1,2,2,50.0,0.5
R Ashwin,UT Yadav,22,10,10,220.00000000000003,2.2
R Ashwin,V Sehwag,3,7,7,42.857142857142854,0.42857142857142855
R Ashwin,VR Iyer,6,3,3,200.0,2.0
R Ashwin,WA Mota,2,4,4,50.0,0.5
R Ashwin,Washington Sundar,4,6,6,66.66666666666666,0.6666666666666666
R Ashwin,YS Chahal,9,4,4,225.0,2.25
R Ashwin,Yash Dayal,3,2,3,150.0,1.0
R Ashwin,Yudhvir Singh,11,4,4,275.0,2.75
R Ashwin,Yuvraj Singh,2,2,2,100.0,1.0
R Bhatia,A Mishra,3,5,5,60.0,0.6
R Bhatia,A Nehra,3,4,4,75.0,0.75
R Bhatia,AD Mathews,7,4,4,175.0,1.75
R Bhatia,AN Ahmed,8,3,3,266.66666666666663,2.6666666666666665
R Bhatia,Azhar Mahmood,2,2,2,100.0,1.0
R Bhatia,B Kumar,3,7,7,42.857142857142854,0.42857142857142855
R Bhatia,B Lee,1,4,4,25.0,0.25
R Bhatia,BW Hilfenhaus,1,3,3,33.33333333333333,0.3333333333333333
R Bhatia,CJ Anderson,9,5,5,180.0,1.8
R Bhatia,CJ Jordan,7,2,2,350.0,3.5
R Bhatia,DJ Bravo,6,2,2,300.0,3.0
R Bhatia,DW Steyn,5,6,6,83.33333333333334,0.8333333333333334
R Bhatia,HV Patel,12,4,4,300.0,3.0
R Bhatia,Harbhajan Singh,4,6,6,66.66666666666666,0.6666666666666666
R Bhatia,Harmeet Singh,3,2,2,150.0,1.5
R Bhatia,IC Pandey,3,5,5,60.0,0.6
R Bhatia,IK Pathan,3,13,13,23.076923076923077,0.23076923076923078
R Bhatia,Iqbal Abdulla,2,3,3,66.66666666666666,0.6666666666666666
R Bhatia,J Botha,2,3,3,66.66666666666666,0.6666666666666666
R Bhatia,JA Morkel,1,4,4,25.0,0.25
R Bhatia,JD Unadkat,3,5,5,60.0,0.6
R Bhatia,JEC Franklin,1,1,1,100.0,1.0
R Bhatia,JJ Bumrah,9,6,6,150.0,1.5
R Bhatia,JP Duminy,1,4,4,25.0,0.25
R Bhatia,Joginder Sharma,15,5,5,300.0,3.0
R Bhatia,KV Sharma,2,2,2,100.0,1.0
R Bhatia,KW Richardson,4,3,3,133.33333333333331,1.3333333333333333
R Bhatia,L Balaji,4,2,2,200.0,2.0
R Bhatia,M Morkel,10,10,10,100.0,1.0
R Bhatia,M Muralitharan,2,4,5,50.0,0.4
R Bhatia,MM Sharma,6,4,4,150.0,1.5
R Bhatia,Mohammed Shami,2,3,3,66.66666666666666,0.6666666666666666
R Bhatia,P Awana,14,4,4,350.0,3.5
R Bhatia,P Kumar,4,3,3,133.33333333333331,1.3333333333333333
R Bhatia,PJ Cummins,2,3,3,66.66666666666666,0.6666666666666666
R Bhatia,PP Chawla,1,2,2,50.0,0.5
R Bhatia,PP Ojha,0,1,1,0.0,0.0
R Bhatia,R Ashwin,7,15,16,46.666666666666664,0.4375
R Bhatia,R Sharma,11,5,5,220.00000000000003,2.2
R Bhatia,R Vinay Kumar,20,8,8,250.0,2.5
R Bhatia,RA Jadeja,18,15,15,120.0,1.2
R Bhatia,RE van der Merwe,0,1,1,0.0,0.0
R Bhatia,RP Singh,19,12,14,158.33333333333331,1.3571428571428572
R Bhatia,RR Raje,1,3,3,33.33333333333333,0.3333333333333333
R Bhatia,S Nadeem,10,13,13,76.92307692307693,0.7692307692307693
R Bhatia,S Rana,1,1,1,100.0,1.0
R Bhatia,S Sreesanth,17,7,7,242.85714285714283,2.4285714285714284
R Bhatia,SB Jakati,1,1,1,100.0,1.0
R Bhatia,SK Trivedi,13,8,8,162.5,1.625
R Bhatia,SL Malinga,12,12,13,100.0,0.9230769230769231
R Bhatia,SM Pollock,1,1,1,100.0,1.0
R Bhatia,SR Watson,11,7,7,157.14285714285714,1.5714285714285714
R Bhatia,SW Tait,0,1,1,0.0,0.0
R Bhatia,TG Southee,0,1,1,0.0,0.0
R Bhatia,UT Yadav,13,8,8,162.5,1.625
R Bhatia,WD Parnell,15,8,9,187.5,1.6666666666666667
R Bhatia,Yuvraj Singh,3,6,6,50.0,0.5
R Bhatia,Z Khan,4,2,2,200.0,2.0
R Bishnoi,Harmeet Singh,1,2,2,50.0,0.5
R Bishnoi,IK Pathan,6,2,2,300.0,3.0
R Bishnoi,M Muralitharan,0,1,1,0.0,0.0
R Bishnoi,VS Malik,12,8,8,150.0,1.5
R Bishnoi,YA Abdulla,0,4,4,0.0,0.0
R Dhawan,A Nehra,7,4,4,175.0,1.75
R Dhawan,AB Dinda,6,8,8,75.0,0.75
R Dhawan,AR Patel,2,8,8,25.0,0.25
R Dhawan,Avesh Khan,15,10,11,150.0,1.3636363636363635
R Dhawan,Azhar Mahmood,1,4,4,25.0,0.25
R Dhawan,B Kumar,1,3,3,33.33333333333333,0.3333333333333333
R Dhawan,CH Morris,3,3,3,100.0,1.0
R Dhawan,CV Varun,8,5,5,160.0,1.6
R Dhawan,DJ Bravo,10,5,5,200.0,2.0
R Dhawan,HV Patel,7,3,3,233.33333333333334,2.3333333333333335
R Dhawan,Imran Tahir,0,2,2,0.0,0.0
R Dhawan,J Little,1,1,1,100.0,1.0
R Dhawan,J Suchith,1,3,3,33.33333333333333,0.3333333333333333
R Dhawan,JH Kallis,6,4,4,150.0,1.5
R Dhawan,JJ Bumrah,3,3,3,100.0,1.0
R Dhawan,K Santokie,5,2,2,250.0,2.5
R Dhawan,KH Pandya,0,4,4,0.0,0.0
R Dhawan,KR Sen,1,1,1,100.0,1.0
R Dhawan,Kuldeep Yadav,2,5,5,40.0,0.4
R Dhawan,M Morkel,7,4,4,175.0,1.75
R Dhawan,M Prasidh Krishna,4,1,1,400.0,4.0
R Dhawan,MA Starc,4,5,5,80.0,0.8
R Dhawan,Mustafizur Rahman,3,2,2,150.0,1.5
R Dhawan,N Rana,5,2,2,250.0,2.5
R Dhawan,NLTC Perera,11,4,4,275.0,2.75
R Dhawan,P Awana,11,7,7,157.14285714285714,1.5714285714285714
R Dhawan,P Kumar,6,4,4,150.0,1.5
R Dhawan,P Negi,6,6,6,100.0,1.0
R Dhawan,PP Chawla,5,12,12,41.66666666666667,0.4166666666666667
R Dhawan,PVD Chameera,6,7,7,85.71428571428571,0.8571428571428571
R Dhawan,RA Jadeja,1,2,2,50.0,0.5
R Dhawan,Ravi Bishnoi,0,1,1,0.0,0.0
R Dhawan,SK Raina,1,3,3,33.33333333333333,0.3333333333333333
R Dhawan,SL Malinga,5,3,3,166.66666666666669,1.6666666666666667
R Dhawan,SP Narine,9,9,9,100.0,1.0
R Dhawan,SR Watson,4,2,2,200.0,2.0
R Dhawan,STR Binny,0,1,1,0.0,0.0
R Dhawan,Sandeep Sharma,2,3,3,66.66666666666666,0.6666666666666666
R Dhawan,Shakib Al Hasan,11,9,9,122.22222222222223,1.2222222222222223
R Dhawan,TA Boult,3,3,3,100.0,1.0
R Dhawan,UT Yadav,5,6,6,83.33333333333334,0.8333333333333334
R Dhawan,VR Aaron,5,3,3,166.66666666666669,1.6666666666666667
R Dhawan,WD Parnell,8,3,3,266.66666666666663,2.6666666666666665
R Dhawan,Yuvraj Singh,9,7,7,128.57142857142858,1.2857142857142858
R Dravid,A Ashish Reddy,5,3,3,166.66666666666669,1.6666666666666667
R Dravid,A Flintoff,7,6,6,116.66666666666667,1.1666666666666667
R Dravid,A Mishra,26,26,26,100.0,1.0
R Dravid,A Nehra,33,32,33,103.125,1.0
R Dravid,A Symonds,30,28,28,107.14285714285714,1.0714285714285714
R Dravid,AB Agarkar,37,26,26,142.30769230769232,1.4230769230769231
R Dravid,AB Dinda,25,21,21,119.04761904761905,1.1904761904761905
R Dravid,AB McDonald,15,12,12,125.0,1.25
R Dravid,AC Thomas,8,5,5,160.0,1.6
R Dravid,AD Mascarenhas,9,5,5,180.0,1.8
R Dravid,AD Mathews,39,32,32,121.875,1.21875
R Dravid,AD Russell,16,10,10,160.0,1.6
R Dravid,AG Murtaza,4,5,5,80.0,0.8
R Dravid,AM Salvi,6,4,4,150.0,1.5
R Dravid,Anand Rajan,9,4,5,225.0,1.8
R Dravid,Ankit Sharma,6,6,6,100.0,1.0
R Dravid,Azhar Mahmood,8,10,10,80.0,0.8
R Dravid,B Kumar,30,31,32,96.7741935483871,0.9375
R Dravid,B Lee,23,24,24,95.83333333333334,0.9583333333333334
R Dravid,BAW Mendis,6,9,9,66.66666666666666,0.6666666666666666
R Dravid,BJ Rohrer,6,4,5,150.0,1.2
R Dravid,BW Hilfenhaus,0,3,3,0.0,0.0
R Dravid,Bipul Sharma,9,6,6,150.0,1.5
R Dravid,C Nanda,7,6,6,116.66666666666667,1.1666666666666667
R Dravid,CH Gayle,9,7,7,128.57142857142858,1.2857142857142858
R Dravid,CH Morris,5,8,8,62.5,0.625
R Dravid,CK Langeveldt,6,8,8,75.0,0.75
R Dravid,CRD Fernando,2,4,4,50.0,0.5
R Dravid,DB Ravi Teja,9,4,4,225.0,2.25
R Dravid,DE Bollinger,23,20,22,114.99999999999999,1.0454545454545454
R Dravid,DJ Bravo,7,6,6,116.66666666666667,1.1666666666666667
R Dravid,DJG Sammy,11,12,12,91.66666666666666,0.9166666666666666
R Dravid,DL Vettori,39,42,42,92.85714285714286,0.9285714285714286
R Dravid,DP Vijaykumar,4,5,5,80.0,0.8
R Dravid,DR Smith,4,5,5,80.0,0.8
R Dravid,DS Kulkarni,16,18,18,88.88888888888889,0.8888888888888888
R Dravid,DT Christian,25,17,19,147.05882352941177,1.3157894736842106
R Dravid,DW Steyn,32,31,32,103.2258064516129,1.0
R Dravid,FH Edwards,1,1,1,100.0,1.0
R Dravid,GD McGrath,0,1,1,0.0,0.0
R Dravid,Gagandeep Singh,14,10,10,140.0,1.4
R Dravid,HV Patel,6,4,4,150.0,1.5
R Dravid,Harbhajan Singh,23,24,26,95.83333333333334,0.8846153846153846
R Dravid,Harmeet Singh,42,26,26,161.53846153846155,1.6153846153846154
R Dravid,I Sharma,63,48,50,131.25,1.26
R Dravid,IK Pathan,58,42,44,138.0952380952381,1.3181818181818181
R Dravid,Iqbal Abdulla,4,6,6,66.66666666666666,0.6666666666666666
R Dravid,J Botha,1,1,1,100.0,1.0
R Dravid,JA Morkel,48,38,39,126.3157894736842,1.2307692307692308
R Dravid,JD Unadkat,15,9,9,166.66666666666669,1.6666666666666667
R Dravid,JE Taylor,1,4,4,25.0,0.25
R Dravid,JEC Franklin,4,1,1,400.0,4.0
R Dravid,JH Kallis,42,32,33,131.25,1.2727272727272727
R Dravid,JO Holder,9,10,11,90.0,0.8181818181818182
R Dravid,JP Duminy,1,1,1,100.0,1.0
R Dravid,JP Faulkner,9,6,6,150.0,1.5
R Dravid,JR Hopes,10,5,5,200.0,2.0
R Dravid,Joginder Sharma,2,3,3,66.66666666666666,0.6666666666666666
R Dravid,K Upadhyay,10,8,8,125.0,1.25
R Dravid,KA Pollard,30,20,20,150.0,1.5
R Dravid,KMDN Kulasekara,7,11,11,63.63636363636363,0.6363636363636364
R Dravid,KP Appanna,12,8,9,150.0,1.3333333333333333
R Dravid,KV Sharma,7,5,5,140.0,1.4
R Dravid,Kamran Khan,8,5,5,160.0,1.6
R Dravid,L Balaji,59,43,44,137.2093023255814,1.3409090909090908
R Dravid,LA Carseldine,0,1,1,0.0,0.0
R Dravid,M Kartik,35,26,26,134.6153846153846,1.3461538461538463
R Dravid,M Morkel,27,24,24,112.5,1.125
R Dravid,M Muralitharan,35,45,46,77.77777777777779,0.7608695652173914
R Dravid,MC Henriques,3,5,5,60.0,0.6
R Dravid,MF Maharoof,11,9,9,122.22222222222223,1.2222222222222223
R Dravid,MG Johnson,16,16,17,100.0,0.9411764705882353
