batter,bowler,runs,balls,dismissals,strike_rate,average
PP Chawla,BE Hendricks,9,4,4,225.0,2.25
PP Chawla,CH Gayle,3,4,4,75.0,0.75
PP Chawla,CH Morris,10,5,5,200.0,2.0
PP Chawla,D Pretorius,3,3,3,100.0,1.0
PP Chawla,DJ Bravo,1,9,9,11.11111111111111,0.1111111111111111
PP Chawla,DJG Sammy,0,1,1,0.0,0.0
PP Chawla,DL Chahar,2,2,2,100.0,1.0
PP Chawla,DL Vettori,2,2,2,100.0,1.0
PP Chawla,DP Nannes,1,3,3,33.33333333333333,0.3333333333333333
PP Chawla,DR Smith,3,6,6,50.0,0.5
PP Chawla,DS Kulkarni,6,6,6,100.0,1.0
PP Chawla,DW Steyn,18,10,10,180.0,1.8
PP Chawla,FY Fazal,2,2,2,100.0,1.0
PP Chawla,GJ Maxwell,0,1,1,0.0,0.0
PP Chawla,HH Pandya,1,4,4,25.0,0.25
PP Chawla,Harbhajan Singh,7,10,10,70.0,0.7
PP Chawla,Harshit Rana,1,2,2,50.0,0.5
PP Chawla,I Sharma,21,7,8,300.0,2.625
PP Chawla,IK Pathan,4,6,6,66.66666666666666,0.6666666666666666
PP Chawla,Imran Tahir,12,11,12,109.09090909090908,1.0
PP Chawla,J Botha,3,4,4,75.0,0.75
PP Chawla,J Little,1,1,1,100.0,1.0
PP Chawla,JA Morkel,9,16,16,56.25,0.5625
PP Chawla,JD Ryder,1,4,4,25.0,0.25
PP Chawla,JH Kallis,14,6,6,233.33333333333334,2.3333333333333335
PP Chawla,JJ Bumrah,5,7,7,71.42857142857143,0.7142857142857143
PP Chawla,JO Holder,0,2,2,0.0,0.0
PP Chawla,JP Faulkner,1,2,2,50.0,0.5
PP Chawla,K Rabada,5,2,2,250.0,2.5
PP Chawla,KA Pollard,0,3,4,0.0,0.0
PP Chawla,KK Ahmed,7,3,4,233.33333333333334,1.75
PP Chawla,KK Cooper,3,5,5,60.0,0.6
PP Chawla,KMA Paul,8,3,3,266.66666666666663,2.6666666666666665
PP Chawla,KV Sharma,14,5,5,280.0,2.8
PP Chawla,Kamran Khan,0,2,2,0.0,0.0
PP Chawla,L Balaji,19,20,21,95.0,0.9047619047619048
PP Chawla,LE Plunkett,1,2,2,50.0,0.5
PP Chawla,M Manhas,6,11,11,54.54545454545454,0.5454545454545454
PP Chawla,M Morkel,4,5,5,80.0,0.8
PP Chawla,M Muralitharan,8,11,11,72.72727272727273,0.7272727272727273
PP Chawla,M Pathirana,2,2,2,100.0,1.0
PP Chawla,MA Starc,0,1,1,0.0,0.0
PP Chawla,MC Henriques,1,2,3,50.0,0.3333333333333333
PP Chawla,MF Maharoof,4,3,3,133.33333333333331,1.3333333333333333
PP Chawla,MG Johnson,16,11,12,145.45454545454547,1.3333333333333333
PP Chawla,MJ McClenaghan,1,1,1,100.0,1.0
PP Chawla,MM Patel,15,9,10,166.66666666666669,1.5
PP Chawla,MM Sharma,17,11,11,154.54545454545453,1.5454545454545454
PP Chawla,MN Samuels,10,9,9,111.11111111111111,1.1111111111111112
PP Chawla,MS Gony,10,2,2,500.0,5.0
PP Chawla,Mohammed Shami,5,6,6,83.33333333333334,0.8333333333333334
PP Chawla,Mukesh Kumar,4,2,2,200.0,2.0
PP Chawla,NLTC Perera,8,8,8,100.0,1.0
PP Chawla,P Awana,19,7,7,271.42857142857144,2.7142857142857144
PP Chawla,P Kumar,0,1,1,0.0,0.0
PP Chawla,P Negi,1,1,1,100.0,1.0
PP Chawla,PP Ojha,1,1,1,100.0,1.0
PP Chawla,R Ashwin,2,3,3,66.66666666666666,0.6666666666666666
PP Chawla,R Bhatia,1,1,1,100.0,1.0
PP Chawla,R McLaren,11,6,6,183.33333333333331,1.8333333333333333
PP Chawla,R Sharma,12,18,18,66.66666666666666,0.6666666666666666
PP Chawla,R Tewatia,0,3,3,0.0,0.0
PP Chawla,R Vinay Kumar,13,4,4,325.0,3.25
PP Chawla,RG Sharma,1,2,2,50.0,0.5
PP Chawla,RJ Harris,2,3,3,66.66666666666666,0.6666666666666666
PP Chawla,RP Singh,15,10,11,150.0,1.3636363636363635
PP Chawla,Rashid Khan,4,11,11,36.36363636363637,0.36363636363636365
PP Chawla,Rasikh Salam,6,2,2,300.0,3.0
PP Chawla,S Kaul,2,4,4,50.0,0.5
PP Chawla,SB Jakati,2,2,2,100.0,1.0
PP Chawla,SB Styris,7,3,3,233.33333333333334,2.3333333333333335
PP Chawla,SB Wagh,0,1,1,0.0,0.0
PP Chawla,SC Kuggeleijn,1,1,1,100.0,1.0
PP Chawla,SK Raina,1,1,2,100.0,0.5
PP Chawla,SK Trivedi,9,10,10,90.0,0.9
PP Chawla,SK Warne,11,8,8,137.5,1.375
PP Chawla,SL Malinga,11,17,19,64.70588235294117,0.5789473684210527
PP Chawla,SN Thakur,2,3,4,66.66666666666666,0.5
PP Chawla,SP Narine,13,15,16,86.66666666666667,0.8125
PP Chawla,SR Watson,22,18,19,122.22222222222223,1.1578947368421053
PP Chawla,SSB Magala,2,3,3,66.66666666666666,0.6666666666666666
PP Chawla,STR Binny,2,2,2,100.0,1.0
PP Chawla,SW Tait,4,3,3,133.33333333333331,1.3333333333333333
PP Chawla,Sandeep Sharma,3,4,4,75.0,0.75
PP Chawla,T Thushara,2,1,1,200.0,2.0
PP Chawla,UT Yadav,5,5,5,100.0,1.0
PP Chawla,Umar Gul,1,3,3,33.33333333333333,0.3333333333333333
PP Chawla,VR Aaron,2,3,3,66.66666666666666,0.6666666666666666
PP Chawla,WD Parnell,0,1,1,0.0,0.0
PP Chawla,WPUJC Vaas,5,3,3,166.66666666666669,1.6666666666666667
PP Chawla,YK Pathan,2,3,3,66.66666666666666,0.6666666666666666
PP Chawla,YS Chahal,1,2,2,50.0,0.5
PP Chawla,Yuvraj Singh,4,6,6,66.66666666666666,0.6666666666666666
PP Chawla,Z Khan,14,8,8,175.0,1.75
PP Ojha,A Kumble,0,2,2,0.0,0.0
PP Ojha,A Mishra,0,1,1,0.0,0.0
PP Ojha,A Nehra,1,1,1,100.0,1.0
PP Ojha,AB Agarkar,0,2,2,0.0,0.0
PP Ojha,DJ Bravo,1,1,1,100.0,1.0
PP Ojha,Imran Tahir,2,2,2,100.0,1.0
PP Ojha,KK Cooper,1,1,1,100.0,1.0
PP Ojha,L Balaji,1,1,1,100.0,1.0
PP Ojha,M Morkel,1,4,4,25.0,0.25
PP Ojha,M Muralitharan,1,2,2,50.0,0.5
PP Ojha,MA Starc,1,4,4,25.0,0.25
PP Ojha,MM Sharma,1,3,3,33.33333333333333,0.3333333333333333
PP Ojha,R Bhatia,0,2,2,0.0,0.0
PP Ojha,SK Raina,0,4,4,0.0,0.0
PP Ojha,SL Malinga,2,4,4,50.0,0.5
PP Ojha,Sohail Tanvir,1,2,2,50.0,0.5
PP Ojha,UT Yadav,2,6,6,33.33333333333333,0.3333333333333333
PP Ojha,VR Aaron,0,1,1,0.0,0.0
PP Ojha,WD Parnell,1,2,2,50.0,0.5
PP Shaw,AD Russell,35,26,26,134.6153846153846,1.3461538461538463
PP Shaw,AJ Tye,7,5,5,140.0,1.4
PP Shaw,AS Rajpoot,5,5,5,100.0,1.0
PP Shaw,Abhishek Sharma,8,3,3,266.66666666666663,2.6666666666666665
PP Shaw,Akash Madhwal,10,5,5,200.0,2.0
PP Shaw,Arshad Khan,17,11,12,154.54545454545453,1.4166666666666667
PP Shaw,Arshdeep Singh,37,22,25,168.1818181818182,1.48
PP Shaw,Avesh Khan,14,6,6,233.33333333333334,2.3333333333333335
PP Shaw,Azmatullah Omarzai,10,5,5,200.0,2.0
PP Shaw,B Kumar,35,35,36,100.0,0.9722222222222222
PP Shaw,BA Stokes,3,4,5,75.0,0.6
PP Shaw,BB Sran,17,5,5,340.0,3.4
PP Shaw,Basil Thampi,10,11,11,90.9090909090909,0.9090909090909091
PP Shaw,C Green,1,2,2,50.0,0.5
PP Shaw,C Sakariya,7,9,9,77.77777777777779,0.7777777777777778
PP Shaw,CH Morris,1,1,1,100.0,1.0
PP Shaw,CJ Jordan,13,5,5,260.0,2.6
PP Shaw,CV Varun,37,25,25,148.0,1.48
PP Shaw,DJ Bravo,3,5,5,60.0,0.6
PP Shaw,DJ Hooda,10,4,4,250.0,2.5
PP Shaw,DL Chahar,90,73,79,123.28767123287672,1.139240506329114
PP Shaw,DR Sams,29,21,21,138.0952380952381,1.380952380952381
PP Shaw,DS Kulkarni,24,13,13,184.6153846153846,1.8461538461538463
PP Shaw,G Coetzee,17,10,10,170.0,1.7
PP Shaw,GHS Garton,7,5,5,140.0,1.4
PP Shaw,GJ Maxwell,15,13,15,115.38461538461537,1.0
PP Shaw,HH Pandya,17,12,12,141.66666666666669,1.4166666666666667
PP Shaw,HR Shokeen,10,9,9,111.11111111111111,1.1111111111111112
PP Shaw,HV Patel,3,4,4,75.0,0.75
PP Shaw,Harbhajan Singh,5,3,4,166.66666666666669,1.25
PP Shaw,Harpreet Brar,0,1,1,0.0,0.0
PP Shaw,I Udana,12,5,5,240.0,2.4
PP Shaw,IS Sodhi,0,1,1,0.0,0.0
PP Shaw,J Little,1,1,1,100.0,1.0
PP Shaw,J Suchith,6,8,8,75.0,0.75
PP Shaw,J Yadav,12,12,12,100.0,1.0
PP Shaw,JA Richardson,11,5,5,220.00000000000003,2.2
PP Shaw,JC Archer,14,16,16,87.5,0.875
PP Shaw,JD Unadkat,34,17,17,200.0,2.0
PP Shaw,JDS Neesham,0,2,2,0.0,0.0
PP Shaw,JJ Bumrah,16,22,22,72.72727272727273,0.7272727272727273
PP Shaw,JO Holder,14,8,10,175.0,1.4
PP Shaw,JP Behrendorff,5,2,2,250.0,2.5
PP Shaw,JR Hazlewood,32,20,20,160.0,1.6
PP Shaw,Jalaj S Saxena,5,3,3,166.66666666666669,1.6666666666666667
PP Shaw,K Gowtham,31,15,15,206.66666666666669,2.066666666666667
PP Shaw,K Khejroliya,5,2,2,250.0,2.5
PP Shaw,K Rabada,11,10,10,110.00000000000001,1.1
PP Shaw,KA Jamieson,1,2,2,50.0,0.5
PP Shaw,KH Pandya,18,17,17,105.88235294117648,1.0588235294117647
PP Shaw,KK Ahmed,43,30,30,143.33333333333334,1.4333333333333333
PP Shaw,KL Nagarkoti,15,6,6,250.0,2.5
PP Shaw,KM Asif,8,4,5,200.0,1.6
PP Shaw,KR Mayers,1,1,1,100.0,1.0
PP Shaw,Kuldeep Yadav,25,11,11,227.27272727272728,2.272727272727273
PP Shaw,L Ngidi,2,3,3,66.66666666666666,0.6666666666666666
PP Shaw,LH Ferguson,36,21,22,171.42857142857142,1.6363636363636365
PP Shaw,M Ashwin,8,6,6,133.33333333333331,1.3333333333333333
PP Shaw,M Pathirana,1,3,5,33.33333333333333,0.2
PP Shaw,M Prasidh Krishna,33,24,24,137.5,1.375
PP Shaw,MA Starc,23,10,11,229.99999999999997,2.090909090909091
PP Shaw,MA Wood,0,3,4,0.0,0.0
PP Shaw,MG Johnson,24,11,11,218.18181818181816,2.1818181818181817
PP Shaw,MJ McClenaghan,4,3,3,133.33333333333331,1.3333333333333333
PP Shaw,MK Lomror,0,2,2,0.0,0.0
PP Shaw,MM Ali,24,15,15,160.0,1.6
PP Shaw,Mohammad Nabi,19,17,17,111.76470588235294,1.1176470588235294
PP Shaw,Mohammed Shami,46,32,35,143.75,1.3142857142857143
PP Shaw,Mohammed Siraj,41,29,29,141.3793103448276,1.4137931034482758
PP Shaw,Mohsin Khan,1,5,5,20.0,0.2
PP Shaw,Mustafizur Rahman,18,10,10,180.0,1.8
PP Shaw,N Rana,6,3,3,200.0,2.0
PP Shaw,NT Ellis,9,8,9,112.5,1.0
PP Shaw,Navdeep Saini,13,11,11,118.18181818181819,1.1818181818181819
PP Shaw,Naveen-ul-Haq,9,5,5,180.0,1.8
PP Shaw,O Thomas,4,2,2,200.0,2.0
PP Shaw,OC McCoy,16,8,10,200.0,1.6
PP Shaw,P Negi,1,3,3,33.33333333333333,0.3333333333333333
PP Shaw,PJ Cummins,32,20,21,160.0,1.5238095238095237
PP Shaw,PP Chawla,62,35,35,177.14285714285714,1.7714285714285714
PP Shaw,PVD Chameera,4,2,2,200.0,2.0
PP Shaw,R Ashwin,5,7,8,71.42857142857143,0.625
PP Shaw,R Parag,8,6,6,133.33333333333331,1.3333333333333333
PP Shaw,R Shepherd,7,6,7,116.66666666666667,1.0
PP Shaw,RA Jadeja,57,33,33,172.72727272727272,1.7272727272727273
PP Shaw,RD Chahar,27,20,20,135.0,1.35
PP Shaw,RP Meredith,3,6,6,50.0,0.5
PP Shaw,Rashid Khan,22,14,15,157.14285714285714,1.4666666666666666
PP Shaw,Rasikh Salam,8,6,6,133.33333333333331,1.3333333333333333
PP Shaw,Ravi Bishnoi,13,12,12,108.33333333333333,1.0833333333333333
PP Shaw,S Gopal,14,11,11,127.27272727272727,1.2727272727272727
PP Shaw,S Kaul,32,13,13,246.15384615384616,2.4615384615384617
PP Shaw,S Sandeep Warrier,8,8,8,100.0,1.0
PP Shaw,SL Malinga,1,1,1,100.0,1.0
PP Shaw,SM Curran,28,23,24,121.73913043478262,1.1666666666666667
PP Shaw,SN Thakur,42,16,16,262.5,2.625
PP Shaw,SP Narine,47,31,32,151.61290322580646,1.46875
PP Shaw,SS Cottrell,5,5,5,100.0,1.0
PP Shaw,STR Binny,2,4,4,50.0,0.5
PP Shaw,Sandeep Sharma,24,12,13,200.0,1.8461538461538463
PP Shaw,Shahbaz Ahmed,1,2,2,50.0,0.5
PP Shaw,Shakib Al Hasan,31,20,20,155.0,1.55
PP Shaw,Shivam Mavi,41,18,19,227.77777777777777,2.1578947368421053
PP Shaw,TA Boult,28,28,28,100.0,1.0
PP Shaw,TG Southee,17,8,8,212.5,2.125
PP Shaw,TS Mills,12,6,6,200.0,2.0
PP Shaw,TU Deshpande,7,9,9,77.77777777777779,0.7777777777777778
PP Shaw,UT Yadav,25,17,17,147.05882352941177,1.4705882352941178
PP Shaw,V Shankar,1,5,6,20.0,0.16666666666666666
PP Shaw,VG Arora,21,12,12,175.0,1.75
PP Shaw,VR Aaron,11,7,7,157.14285714285714,1.5714285714285714
PP Shaw,VR Iyer,12,4,4,300.0,3.0
PP Shaw,Washington Sundar,38,23,23,165.2173913043478,1.6521739130434783
PP Shaw,YS Chahal,41,21,21,195.23809523809524,1.9523809523809523
PR Shah,A Mishra,1,2,2,50.0,0.5
PR Shah,A Nehra,2,4,6,50.0,0.3333333333333333
PR Shah,AM Salvi,4,6,6,66.66666666666666,0.6666666666666666
PR Shah,B Akhil,2,5,5,40.0,0.4
PR Shah,BJ Hodge,4,4,4,100.0,1.0
PR Shah,DP Nannes,1,6,6,16.666666666666664,0.16666666666666666
PR Shah,DP Vijaykumar,6,4,7,150.0,0.8571428571428571
PR Shah,DR Smith,12,5,5,240.0,2.4
PR Shah,Harmeet Singh,10,8,8,125.0,1.25
PR Shah,JH Kallis,5,3,3,166.66666666666669,1.6666666666666667
PR Shah,P Parameswaran,1,1,1,100.0,1.0
PR Shah,PJ Sangwan,7,7,8,100.0,0.875
PR Shah,R Bhatia,8,6,6,133.33333333333331,1.3333333333333333
PR Shah,R Vinay Kumar,4,8,8,50.0,0.5
PR Shah,RJ Harris,3,4,4,75.0,0.75
PR Shah,RP Singh,5,3,3,166.66666666666669,1.6666666666666667
PR Shah,S Sreesanth,4,3,3,133.33333333333331,1.3333333333333333
PR Shah,SB Joshi,8,6,6,133.33333333333331,1.3333333333333333
PR Shah,Shoaib Ahmed,4,1,1,400.0,4.0
PR Shah,TL Suman,0,1,1,0.0,0.0
PR Shah,VY Mahesh,0,1,1,0.0,0.0
PR Shah,Yuvraj Singh,1,2,2,50.0,0.5
PR Shah,Z Khan,0,1,1,0.0,0.0
PR Veer,Abhinandan Singh,7,4,4,175.0,1.75
PR Veer,Arshdeep Singh,0,1,1,0.0,0.0
PR Veer,B Kumar,0,1,1,0.0,0.0
PR Veer,KH Pandya,24,10,10,240.0,2.4
PR Veer,M Jansen,5,3,3,166.66666666666669,1.6666666666666667
PR Veer,R Shepherd,2,2,2,100.0,1.0
PR Veer,Suyash Sharma,10,12,12,83.33333333333334,0.8333333333333334
PR Veer,Vijaykumar Vyshak,0,2,2,0.0,0.0
PR Veer,XC Bartlett,1,1,1,100.0,1.0
PSP Handscomb,Harbhajan Singh,3,4,4,75.0,0.75
PSP Handscomb,JJ Bumrah,1,4,4,25.0,0.25
PSP Handscomb,TG Southee,2,4,4,50.0,0.5
PV Tambe,BW Hilfenhaus,1,1,1,100.0,1.0
PV Tambe,CH Gayle,0,6,6,0.0,0.0
PV Tambe,CJ Jordan,0,1,1,0.0,0.0
PV Tambe,DJ Bravo,1,1,1,100.0,1.0
PV Tambe,DW Steyn,4,8,8,50.0,0.5
PV Tambe,IK Pathan,1,4,4,25.0,0.25
PV Tambe,MA Starc,2,4,4,50.0,0.5
PV Tambe,NLTC Perera,1,1,1,100.0,1.0
PV Tambe,R Ashwin,1,1,1,100.0,1.0
PV Tambe,S Aravind,1,4,4,25.0,0.25
PV Tambe,V Kohli,2,4,4,50.0,0.5
PV Tambe,VR Aaron,4,4,4,100.0,1.0
PVD Chameera,AD Russell,0,1,1,0.0,0.0
PVD Chameera,Arshdeep Singh,4,3,3,133.33333333333331,1.3333333333333333
PVD Chameera,B Kumar,0,1,1,0.0,0.0
PVD Chameera,CV Varun,1,1,1,100.0,1.0
PVD Chameera,HV Patel,7,3,4,233.33333333333334,1.75
PVD Chameera,Harshit Rana,1,1,1,100.0,1.0
PVD Chameera,JJ Bumrah,3,3,3,100.0,1.0
PVD Chameera,JR Hazlewood,5,4,5,125.0,1.0
PVD Chameera,K Rabada,12,3,3,400.0,4.0
PVD Chameera,KV Sharma,2,2,2,100.0,1.0
PVD Chameera,MJ Santner,1,1,1,100.0,1.0
PVD Chameera,OC McCoy,0,2,2,0.0,0.0
PVD Chameera,RD Chahar,1,4,4,25.0,0.25
PVD Chameera,TA Boult,11,8,8,137.5,1.375
PVD Chameera,TG Southee,0,1,1,0.0,0.0
PVD Chameera,VR Aaron,1,1,1,100.0,1.0
PVD Chameera,YS Chahal,4,3,5,133.33333333333331,0.8
PVSN Raju,NT Ellis,1,1,1,100.0,1.0
PWA Mulder,AR Patel,0,2,2,0.0,0.0
PWA Mulder,Kuldeep Yadav,1,2,2,50.0,0.5
PWA Mulder,MA Starc,1,2,2,50.0,0.5
PWA Mulder,MM Sharma,5,3,3,166.66666666666669,1.6666666666666667
PWA Mulder,V Nigam,2,2,3,100.0,0.6666666666666666
PWH de Silva,AD Russell,0,1,1,0.0,0.0
PWH de Silva,Akash Madhwal,4,3,3,133.33333333333331,1.3333333333333333
PWH de Silva,CJ Jordan,8,5,5,160.0,1.6
PWH de Silva,CV Varun,3,6,6,50.0,0.5
PWH de Silva,DJ Bravo,1,1,1,100.0,1.0
PWH de Silva,J Suchith,0,1,1,0.0,0.0
PWH de Silva,JO Holder,1,3,3,33.33333333333333,0.3333333333333333
PWH de Silva,JR Hazlewood,0,2,2,0.0,0.0
PWH de Silva,K Rabada,0,1,2,0.0,0.0
PWH de Silva,KR Sen,8,4,4,200.0,2.0
PWH de Silva,M Jansen,6,6,6,100.0,1.0
PWH de Silva,M Pathirana,1,1,1,100.0,1.0
PWH de Silva,M Prasidh Krishna,2,3,5,66.66666666666666,0.4
PWH de Silva,M Theekshana,1,2,2,50.0,0.5
PWH de Silva,MM Ali,1,1,1,100.0,1.0
PWH de Silva,Naveen-ul-Haq,6,3,3,200.0,2.0
PWH de Silva,Noor Ahmad,4,4,4,100.0,1.0
PWH de Silva,R Ashwin,2,4,5,50.0,0.4
PWH de Silva,RA Jadeja,6,3,3,200.0,2.0
PWH de Silva,RD Chahar,1,2,2,50.0,0.5
PWH de Silva,SP Narine,5,3,3,166.66666666666669,1.6666666666666667
PWH de Silva,Sandeep Sharma,0,0,1,0.0,0.0
PWH de Silva,T Natarajan,1,3,3,33.33333333333333,0.3333333333333333
PWH de Silva,TG Southee,4,3,3,133.33333333333331,1.3333333333333333
PWH de Silva,TU Deshpande,1,1,1,100.0,1.0
PWH de Silva,Umran Malik,1,10,11,10.0,0.09090909090909091
PWH de Silva,YS Chahal,11,7,8,157.14285714285714,1.375
PWH de Silva,Yash Dayal,1,1,1,100.0,1.0
PWH de Silva,Yash Thakur,2,4,4,50.0,0.5
Pankaj Singh,A Nehra,1,1,1,100.0,1.0
Pankaj Singh,A Symonds,3,2,2,150.0,1.5
Pankaj Singh,IK Pathan,1,6,6,16.666666666666664,0.16666666666666666
Pankaj Singh,KA Pollard,1,2,2,50.0,0.5
Pankaj Singh,RP Singh,1,1,1,100.0,1.0
Parvez Rasool,A Nehra,3,2,2,150.0,1.5
Parvez Rasool,AN Ahmed,2,2,2,100.0,1.0
Parvez Rasool,B Kumar,5,5,5,100.0,1.0
Parvez Rasool,L Balaji,0,1,1,0.0,0.0
Parvez Rasool,MG Johnson,1,1,1,100.0,1.0
Parvez Rasool,MM Sharma,2,2,2,100.0,1.0
Parvez Rasool,Mustafizur Rahman,2,2,2,100.0,1.0
Parvez Rasool,SL Malinga,1,2,2,50.0,0.5
Parvez Rasool,SP Narine,1,3,3,33.33333333333333,0.3333333333333333
Prince Yadav,C Bosch,1,2,3,50.0,0.3333333333333333
Prince Yadav,JJ Bumrah,1,3,3,33.33333333333333,0.3333333333333333
Prince Yadav,TA Boult,2,4,4,50.0,0.5
Prince Yadav,YS Chahal,1,1,1,100.0,1.0
Priyansh Arya,A Kamboj,6,4,4,150.0,1.5
Priyansh Arya,A Nortje,8,3,3,266.66666666666663,2.6666666666666665
Priyansh Arya,AD Russell,7,4,4,175.0,1.75
Priyansh Arya,AM Ghazanfar,0,1,1,0.0,0.0
Priyansh Arya,AR Patel,15,6,6,250.0,2.5
Priyansh Arya,Akash Singh,1,4,4,25.0,0.25
Priyansh Arya,Arshad Khan,20,6,7,333.33333333333337,2.857142857142857
Priyansh Arya,Ashwani Kumar,2,3,4,66.66666666666666,0.5
Priyansh Arya,Avesh Khan,2,3,3,66.66666666666666,0.6666666666666666
Priyansh Arya,B Kumar,17,20,20,85.0,0.85
Priyansh Arya,C Sakariya,10,4,4,250.0,2.5
Priyansh Arya,CV Varun,8,5,5,160.0,1.6
Priyansh Arya,DL Chahar,20,7,9,285.7142857142857,2.2222222222222223
Priyansh Arya,DS Rathi,5,4,4,125.0,1.25
Priyansh Arya,E Malinga,11,3,4,366.66666666666663,2.75
Priyansh Arya,Fazalhaq Farooqi,6,4,4,150.0,1.5
Priyansh Arya,HH Pandya,17,7,7,242.85714285714283,2.4285714285714284
Priyansh Arya,HV Patel,28,9,10,311.11111111111114,2.8
Priyansh Arya,Harsh Dubey,18,6,6,300.0,3.0
Priyansh Arya,Harshit Rana,21,7,7,300.0,3.0
Priyansh Arya,JC Archer,0,1,1,0.0,0.0
Priyansh Arya,JD Unadkat,1,3,3,33.33333333333333,0.3333333333333333
Priyansh Arya,JJ Bumrah,11,11,11,100.0,1.0
Priyansh Arya,JR Hazlewood,29,16,17,181.25,1.7058823529411764
Priyansh Arya,K Rabada,8,7,7,114.28571428571428,1.1428571428571428
Priyansh Arya,KH Pandya,0,1,1,0.0,0.0
Priyansh Arya,KK Ahmed,56,25,26,224.00000000000003,2.1538461538461537
Priyansh Arya,Kuldeep Yadav,19,7,8,271.42857142857144,2.375
Priyansh Arya,M Pathirana,22,5,5,440.00000000000006,4.4
Priyansh Arya,M Tiwari,1,1,1,100.0,1.0
Priyansh Arya,MA Starc,10,5,5,200.0,2.0
Priyansh Arya,MJ Henry,21,6,6,350.0,3.5
Priyansh Arya,MJ Santner,7,5,5,140.0,1.4
Priyansh Arya,Mohammed Shami,18,6,6,300.0,3.0
Priyansh Arya,Mohammed Siraj,21,15,15,140.0,1.4
Priyansh Arya,Mukesh Choudhary,19,6,6,316.66666666666663,3.1666666666666665
Priyansh Arya,Mukesh Kumar,4,6,7,66.66666666666666,0.5714285714285714
Priyansh Arya,Mustafizur Rahman,2,3,3,66.66666666666666,0.6666666666666666
Priyansh Arya,Noor Ahmad,8,6,6,133.33333333333331,1.3333333333333333
Priyansh Arya,PJ Cummins,11,4,5,275.0,2.2
Priyansh Arya,PVD Chameera,24,11,11,218.18181818181816,2.1818181818181817
Priyansh Arya,R Ashwin,28,10,11,280.0,2.5454545454545454
Priyansh Arya,RA Jadeja,5,6,6,83.33333333333334,0.8333333333333334
Priyansh Arya,RJW Topley,19,8,8,237.5,2.375
Priyansh Arya,Rashid Khan,5,3,3,166.66666666666669,1.6666666666666667
Priyansh Arya,SN Thakur,1,2,2,50.0,0.5
Priyansh Arya,SP Narine,11,10,10,110.00000000000001,1.1
Priyansh Arya,Shivang Kumar,6,2,2,300.0,3.0
Priyansh Arya,T Natarajan,1,4,4,25.0,0.25
Priyansh Arya,TA Boult,21,12,12,175.0,1.75
Priyansh Arya,TU Deshpande,3,3,3,100.0,1.0
Priyansh Arya,VG Arora,26,14,15,185.71428571428572,1.7333333333333334
Priyansh Arya,Yash Dayal,23,13,14,176.9230769230769,1.6428571428571428
Q de Kock,A Kamboj,8,5,5,160.0,1.6
Q de Kock,A Mishra,11,12,12,91.66666666666666,0.9166666666666666
Q de Kock,A Nehra,19,10,10,190.0,1.9
Q de Kock,A Nortje,55,35,35,157.14285714285714,1.5714285714285714
Q de Kock,AB Dinda,30,21,22,142.85714285714286,1.3636363636363635
Q de Kock,AD Russell,89,37,37,240.54054054054052,2.4054054054054053
Q de Kock,AJ Tye,5,6,6,83.33333333333334,0.8333333333333334
Q de Kock,AK Markram,8,9,10,88.88888888888889,0.8
Q de Kock,AR Patel,84,53,53,158.49056603773585,1.5849056603773586
Q de Kock,AS Rajpoot,20,11,12,181.8181818181818,1.6666666666666667
Q de Kock,AS Roy,11,6,6,183.33333333333331,1.8333333333333333
Q de Kock,Abdul Samad,25,10,10,250.0,2.5
Q de Kock,Abhishek Sharma,1,2,2,50.0,0.5
Q de Kock,Akash Deep,8,5,6,160.0,1.3333333333333333
Q de Kock,Arshdeep Singh,30,26,28,115.38461538461537,1.0714285714285714
Q de Kock,Avesh Khan,5,3,3,166.66666666666669,1.6666666666666667
Q de Kock,B Kumar,57,58,61,98.27586206896551,0.9344262295081968
Q de Kock,BA Stokes,1,1,1,100.0,1.0
Q de Kock,BB Sran,12,9,9,133.33333333333331,1.3333333333333333
Q de Kock,BW Hilfenhaus,12,12,13,100.0,0.9230769230769231
Q de Kock,Basil Thampi,26,15,15,173.33333333333334,1.7333333333333334
Q de Kock,C Green,12,6,6,200.0,2.0
Q de Kock,C Sakariya,25,15,15,166.66666666666669,1.6666666666666667
Q de Kock,CH Gayle,8,11,12,72.72727272727273,0.6666666666666666
Q de Kock,CH Morris,22,14,14,157.14285714285714,1.5714285714285714
Q de Kock,CJ Anderson,1,2,2,50.0,0.5
Q de Kock,CJ Green,13,10,10,130.0,1.3
Q de Kock,CJ Jordan,22,19,19,115.78947368421053,1.1578947368421053
Q de Kock,CV Varun,39,32,32,121.875,1.21875
Q de Kock,D Pretorius,7,7,7,100.0,1.0
Q de Kock,D Wiese,47,16,17,293.75,2.764705882352941
Q de Kock,DJ Bravo,15,14,16,107.14285714285714,0.9375
Q de Kock,DJ Hooda,12,9,9,133.33333333333331,1.3333333333333333
Q de Kock,DJG Sammy,9,5,5,180.0,1.8
Q de Kock,DJM Short,2,3,3,66.66666666666666,0.6666666666666666
Q de Kock,DL Chahar,109,87,90,125.28735632183907,1.211111111111111
Q de Kock,DR Sams,19,12,12,158.33333333333331,1.5833333333333333
Q de Kock,DR Smith,8,8,8,100.0,1.0
Q de Kock,DS Kulkarni,55,35,36,157.14285714285714,1.5277777777777777
Q de Kock,DT Christian,11,5,5,220.00000000000003,2.2
