bowler,season,runs_bowler,bowler_wicket,ball_no,overs,bowling_average,economy,strike_rate
Bipul Sharma,2011,78,4,78,13.0,19.5,6.0,19.5
Bipul Sharma,2012,79,0,48,8.0,79.0,9.875,48.0
Bipul Sharma,2013,21,1,24,4.0,21.0,5.25,24.0
Bipul Sharma,2015,50,3,42,7.0,16.666666666666668,7.142857142857143,14.0
Bipul Sharma,2016,121,3,84,14.0,40.333333333333336,8.642857142857142,28.0
Bipul Sharma,2017,129,3,100,16.666666666666668,43.0,7.739999999999999,33.333333333333336
Brijesh Sharma,2026,54,3,44,7.333333333333333,18.0,7.363636363636364,14.666666666666666
C Bosch,2025,55,1,45,7.5,55.0,7.333333333333333,45.0
C Bosch,2026,39,1,20,3.3333333333333335,39.0,11.7,20.0
C Ganapathy,2010,13,0,6,1.0,13.0,13.0,6.0
C Green,2023,361,6,239,39.833333333333336,60.166666666666664,9.06276150627615,39.833333333333336
C Green,2024,303,10,223,37.166666666666664,30.3,8.152466367713005,22.3
C Green,2026,58,1,27,4.5,58.0,12.88888888888889,27.0
C Munro,2016,15,0,12,2.0,15.0,7.5,12.0
C Nanda,2009,57,2,50,8.333333333333334,28.5,6.84,25.0
C Sakariya,2021,426,14,334,55.666666666666664,30.428571428571427,7.652694610778443,23.857142857142858
C Sakariya,2022,84,3,71,11.833333333333334,28.0,7.098591549295774,23.666666666666668
C Sakariya,2023,89,3,55,9.166666666666666,29.666666666666668,9.709090909090909,18.333333333333332
C Sakariya,2025,39,0,19,3.1666666666666665,39.0,12.31578947368421,19.0
C de Grandhomme,2017,135,4,102,17.0,33.75,7.9411764705882355,25.5
C de Grandhomme,2018,129,2,97,16.166666666666668,64.5,7.979381443298968,48.5
C de Grandhomme,2019,55,0,31,5.166666666666667,55.0,10.64516129032258,31.0
CH Gayle,2009,144,1,119,19.833333333333332,144.0,7.260504201680673,119.0
CH Gayle,2010,152,4,102,17.0,38.0,8.941176470588236,25.5
CH Gayle,2011,244,8,225,37.5,30.5,6.506666666666667,28.125
CH Gayle,2012,66,0,30,5.0,66.0,13.2,30.0
CH Gayle,2013,40,3,25,4.166666666666667,13.333333333333334,9.6,8.333333333333334
CH Gayle,2015,15,0,13,2.1666666666666665,15.0,6.923076923076923,13.0
CH Gayle,2016,63,2,65,10.833333333333334,31.5,5.815384615384615,32.5
CH Gayle,2021,5,0,5,0.8333333333333334,5.0,6.0,5.0
CH Morris,2013,401,15,309,51.5,26.733333333333334,7.786407766990291,20.6
CH Morris,2015,325,14,270,45.0,23.214285714285715,7.222222222222222,19.285714285714285
CH Morris,2016,308,13,274,45.666666666666664,23.692307692307693,6.744525547445256,21.076923076923077
CH Morris,2017,240,12,189,31.5,20.0,7.619047619047619,15.75
CH Morris,2018,143,3,87,14.5,47.666666666666664,9.862068965517242,29.0
CH Morris,2019,306,13,206,34.333333333333336,23.53846153846154,8.9126213592233,15.846153846153847
CH Morris,2021,586,26,466,77.66666666666667,22.53846153846154,7.545064377682403,17.923076923076923
CJ Anderson,2014,184,4,114,19.0,46.0,9.68421052631579,28.5
CJ Anderson,2015,33,1,24,4.0,33.0,8.25,24.0
CJ Anderson,2017,186,3,121,20.166666666666668,62.0,9.223140495867767,40.333333333333336
CJ Anderson,2018,115,3,56,9.333333333333334,38.333333333333336,12.321428571428571,18.666666666666668
CJ Dala,2018,34,0,19,3.1666666666666665,34.0,10.736842105263158,19.0
CJ Green,2021,24,0,17,2.8333333333333335,24.0,8.470588235294118,17.0
CJ Jordan,2016,258,11,181,30.166666666666668,23.454545454545453,8.552486187845304,16.454545454545453
CJ Jordan,2017,9,1,7,1.1666666666666667,9.0,7.7142857142857135,7.0
CJ Jordan,2018,31,0,25,4.166666666666667,31.0,7.4399999999999995,25.0
CJ Jordan,2021,411,13,284,47.333333333333336,31.615384615384617,8.683098591549296,21.846153846153847
CJ Jordan,2022,135,2,80,13.333333333333334,67.5,10.125,40.0
CJ Jordan,2023,237,3,140,23.333333333333332,79.0,10.157142857142858,46.666666666666664
CJ McKay,2012,60,1,42,7.0,60.0,8.571428571428571,42.0
CK Kapugedera,2008,49,0,17,2.8333333333333335,49.0,17.294117647058822,17.0
CK Langeveldt,2009,15,3,25,4.166666666666667,5.0,3.5999999999999996,8.333333333333334
CK Langeveldt,2010,88,5,70,11.666666666666666,17.6,7.542857142857144,14.0
CK Langeveldt,2011,84,5,70,11.666666666666666,16.8,7.2,14.0
CL White,2008,24,0,7,1.1666666666666667,24.0,20.57142857142857,7.0
CL White,2010,19,0,7,1.1666666666666667,19.0,16.285714285714285,7.0
CL White,2012,27,0,20,3.3333333333333335,27.0,8.1,20.0
CL White,2013,16,1,12,2.0,16.0,8.0,12.0
CR Brathwaite,2016,189,7,143,23.833333333333332,27.0,7.930069930069931,20.428571428571427
CR Brathwaite,2017,67,1,38,6.333333333333333,67.0,10.578947368421053,38.0
CR Brathwaite,2018,94,5,64,10.666666666666666,18.8,8.8125,12.8
CR Brathwaite,2019,29,0,21,3.5,29.0,8.285714285714286,21.0
CR Woakes,2017,386,17,278,46.333333333333336,22.705882352941178,8.33093525179856,16.352941176470587
CR Woakes,2018,190,8,118,19.666666666666668,23.75,9.661016949152541,14.75
CR Woakes,2021,82,5,67,11.166666666666666,16.4,7.343283582089553,13.4
CRD Fernando,2008,160,10,128,21.333333333333332,16.0,7.5,12.8
CRD Fernando,2010,138,7,121,20.166666666666668,19.714285714285715,6.84297520661157,17.285714285714285
CV Varun,2019,35,1,18,3.0,35.0,11.666666666666666,18.0
CV Varun,2021,804,35,729,121.5,22.97142857142857,6.617283950617284,20.82857142857143
CV Varun,2022,332,6,245,40.833333333333336,55.333333333333336,8.130612244897959,40.833333333333336
CV Varun,2023,429,20,323,53.833333333333336,21.45,7.969040247678018,16.15
CV Varun,2024,402,21,309,51.5,19.142857142857142,7.805825242718447,14.714285714285714
CV Varun,2025,383,17,308,51.333333333333336,22.529411764705884,7.461038961038961,18.11764705882353
CV Varun,2026,105,0,56,9.333333333333334,105.0,11.25,56.0
D Brevis,2022,8,1,3,0.5,8.0,16.0,3.0
D Jansen,2023,53,1,28,4.666666666666667,53.0,11.357142857142856,28.0
D Kalyankrishna,2008,87,2,50,8.333333333333334,43.5,10.44,25.0
D Pretorius,2022,210,6,138,23.0,35.0,9.130434782608695,23.0
D Pretorius,2023,28,0,28,4.666666666666667,28.0,6.0,28.0
D Salunkhe,2008,78,1,51,8.5,78.0,9.176470588235293,51.0
D Wiese,2015,353,16,262,43.666666666666664,22.0625,8.083969465648856,16.375
D Wiese,2016,49,0,27,4.5,49.0,10.88888888888889,27.0
D Wiese,2023,38,0,18,3.0,38.0,12.666666666666666,18.0
D du Preez,2009,56,4,43,7.166666666666667,14.0,7.813953488372093,10.75
DA Payne,2026,70,2,31,5.166666666666667,35.0,13.548387096774192,15.5
DA Warner,2021,2,0,2,0.3333333333333333,2.0,6.0,2.0
DAJ Bracewell,2012,32,3,25,4.166666666666667,10.666666666666666,7.68,8.333333333333334
DB Ravi Teja,2008,19,1,12,2.0,19.0,9.5,12.0
DB Ravi Teja,2011,9,0,6,1.0,9.0,9.0,6.0
DE Bollinger,2010,207,12,193,32.166666666666664,17.25,6.435233160621762,16.083333333333332
DE Bollinger,2011,329,17,294,49.0,19.352941176470587,6.714285714285714,17.294117647058822
DE Bollinger,2012,157,8,113,18.833333333333332,19.625,8.336283185840708,14.125
DG Nalkande,2022,59,2,33,5.5,29.5,10.727272727272727,16.5
DG Nalkande,2023,44,1,25,4.166666666666667,44.0,10.559999999999999,25.0
DG Nalkande,2024,45,3,31,5.166666666666667,15.0,8.709677419354838,10.333333333333334
DJ Bravo,2008,232,11,181,30.166666666666668,21.09090909090909,7.69060773480663,16.454545454545453
DJ Bravo,2009,259,11,211,35.166666666666664,23.545454545454547,7.364928909952607,19.181818181818183
DJ Bravo,2010,228,4,162,27.0,57.0,8.444444444444445,40.5
DJ Bravo,2011,157,6,129,21.5,26.166666666666668,7.3023255813953485,21.5
DJ Bravo,2012,462,15,363,60.5,30.8,7.636363636363637,24.2
DJ Bravo,2013,497,32,392,65.33333333333333,15.53125,7.607142857142858,12.25
DJ Bravo,2015,426,26,324,54.0,16.384615384615383,7.888888888888889,12.461538461538462
DJ Bravo,2016,494,17,348,58.0,29.058823529411764,8.517241379310345,20.470588235294116
DJ Bravo,2018,533,14,338,56.333333333333336,38.07142857142857,9.461538461538462,24.142857142857142
DJ Bravo,2019,330,11,263,43.833333333333336,30.0,7.52851711026616,23.90909090909091
DJ Bravo,2021,443,20,356,59.333333333333336,22.15,7.466292134831461,17.8
DJ Bravo,2022,299,16,229,38.166666666666664,18.6875,7.834061135371179,14.3125
DJ Harris,2012,26,0,18,3.0,26.0,8.666666666666666,18.0
DJ Hooda,2015,129,1,97,16.166666666666668,129.0,7.979381443298968,97.0
DJ Hooda,2016,97,3,80,13.333333333333334,32.333333333333336,7.2749999999999995,26.666666666666668
DJ Hooda,2017,42,2,24,4.0,21.0,10.5,12.0
DJ Hooda,2018,24,0,19,3.1666666666666665,24.0,7.578947368421053,19.0
DJ Hooda,2019,21,1,13,2.1666666666666665,21.0,9.692307692307693,13.0
DJ Hooda,2021,145,2,102,17.0,72.5,8.529411764705882,51.0
DJ Hooda,2022,43,1,24,4.0,43.0,10.75,24.0
DJ Hooda,2023,8,0,6,1.0,8.0,8.0,6.0
DJ Hooda,2024,22,0,19,3.1666666666666665,22.0,6.947368421052632,19.0
DJ Hooda,2025,15,0,7,1.1666666666666667,15.0,12.857142857142856,7.0
DJ Hussey,2008,130,2,79,13.166666666666666,65.0,9.873417721518988,39.5
DJ Hussey,2009,34,0,25,4.166666666666667,34.0,8.16,25.0
DJ Hussey,2010,80,0,60,10.0,80.0,8.0,60.0
DJ Hussey,2011,38,1,18,3.0,38.0,12.666666666666666,18.0
DJ Hussey,2012,63,3,55,9.166666666666666,21.0,6.872727272727273,18.333333333333332
DJ Hussey,2013,91,0,68,11.333333333333334,91.0,8.029411764705882,68.0
DJ Hussey,2014,38,2,18,3.0,19.0,12.666666666666666,9.0
DJ Mitchell,2022,27,0,13,2.1666666666666665,27.0,12.461538461538462,13.0
DJ Mitchell,2024,70,1,38,6.333333333333333,70.0,11.052631578947368,38.0
DJ Muthuswami,2015,101,4,84,14.0,25.25,7.214285714285714,21.0
DJ Thornely,2008,40,3,44,7.333333333333333,13.333333333333334,5.454545454545455,14.666666666666666
DJ Willey,2018,95,2,61,10.166666666666666,47.5,9.344262295081968,30.5
DJ Willey,2022,72,1,66,11.0,72.0,6.545454545454546,66.0
DJ Willey,2023,105,3,94,15.666666666666666,35.0,6.702127659574469,31.333333333333332
DJG Sammy,2013,168,8,138,23.0,21.0,7.304347826086956,17.25
DJG Sammy,2014,157,3,88,14.666666666666666,52.333333333333336,10.704545454545455,29.333333333333332
DJG Sammy,2015,25,0,18,3.0,25.0,8.333333333333334,18.0
DJM Short,2018,19,1,18,3.0,19.0,6.333333333333333,18.0
DL Chahar,2016,41,0,33,5.5,41.0,7.454545454545454,33.0
DL Chahar,2017,74,1,44,7.333333333333333,74.0,10.090909090909092,44.0
DL Chahar,2018,278,10,248,41.333333333333336,27.8,6.725806451612903,24.8
DL Chahar,2019,482,22,400,66.66666666666667,21.90909090909091,7.2299999999999995,18.181818181818183
DL Chahar,2021,847,26,660,110.0,32.57692307692308,7.7,25.384615384615383
DL Chahar,2023,297,13,215,35.833333333333336,22.846153846153847,8.288372093023256,16.53846153846154
DL Chahar,2024,202,5,146,24.333333333333332,40.4,8.301369863013699,29.2
DL Chahar,2025,376,11,263,43.833333333333336,34.18181818181818,8.577946768060835,23.90909090909091
DL Chahar,2026,87,1,42,7.0,87.0,12.428571428571429,42.0
DL Vettori,2008,54,2,48,8.0,27.0,6.75,24.0
DL Vettori,2009,181,7,141,23.5,25.857142857142858,7.702127659574468,20.142857142857142
DL Vettori,2010,97,2,72,12.0,48.5,8.083333333333334,36.0
DL Vettori,2011,311,12,312,52.0,25.916666666666668,5.980769230769231,26.0
DL Vettori,2012,236,5,212,35.333333333333336,47.2,6.679245283018868,42.4
DNT Zoysa,2008,99,2,69,11.5,49.5,8.608695652173912,34.5
DP Nannes,2009,372,15,320,53.333333333333336,24.8,6.975,21.333333333333332
DP Nannes,2010,224,7,218,36.333333333333336,32.0,6.1651376146788985,31.142857142857142
DP Nannes,2011,31,2,25,4.166666666666667,15.5,7.4399999999999995,12.5
DP Nannes,2013,158,4,126,21.0,39.5,7.523809523809524,31.5
DP Vijaykumar,2008,199,4,159,26.5,49.75,7.509433962264151,39.75
DR Sams,2021,153,1,115,19.166666666666668,153.0,7.982608695652173,115.0
DR Sams,2022,370,13,274,45.666666666666664,28.46153846153846,8.102189781021899,21.076923076923077
DR Smith,2008,83,5,69,11.5,16.6,7.217391304347826,13.8
DR Smith,2009,124,1,85,14.166666666666666,124.0,8.75294117647059,85.0
DR Smith,2010,36,1,23,3.8333333333333335,36.0,9.391304347826086,23.0
DR Smith,2012,95,2,79,13.166666666666666,47.5,7.215189873417722,39.5
DR Smith,2013,59,2,32,5.333333333333333,29.5,11.0625,16.0
DR Smith,2014,95,4,62,10.333333333333334,23.75,9.193548387096774,15.5
DR Smith,2015,17,1,12,2.0,17.0,8.5,12.0
DR Smith,2016,153,8,113,18.833333333333332,19.125,8.123893805309734,14.125
DR Smith,2017,148,2,82,13.666666666666666,74.0,10.829268292682928,41.0
DS Kulkarni,2008,236,11,193,32.166666666666664,21.454545454545453,7.33678756476684,17.545454545454547
DS Kulkarni,2009,206,5,160,26.666666666666668,41.2,7.725,32.0
DS Kulkarni,2010,40,1,25,4.166666666666667,40.0,9.6,25.0
DS Kulkarni,2011,149,5,126,21.0,29.8,7.095238095238095,25.2
DS Kulkarni,2012,64,6,53,8.833333333333334,10.666666666666666,7.245283018867924,8.833333333333334
DS Kulkarni,2013,151,8,119,19.833333333333332,18.875,7.613445378151261,14.875
DS Kulkarni,2014,221,6,173,28.833333333333332,36.833333333333336,7.664739884393064,28.833333333333332
DS Kulkarni,2015,277,13,221,36.833333333333336,21.307692307692307,7.520361990950226,17.0
DS Kulkarni,2016,364,18,297,49.5,20.22222222222222,7.353535353535354,16.5
DS Kulkarni,2017,173,3,118,19.666666666666668,57.666666666666664,8.796610169491524,39.333333333333336
DS Kulkarni,2018,188,4,126,21.0,47.0,8.952380952380953,31.5
DS Kulkarni,2019,335,6,219,36.5,55.833333333333336,9.178082191780822,36.5
DS Kulkarni,2021,70,0,46,7.666666666666667,70.0,9.130434782608695,46.0
DS Rathi,2025,429,14,321,53.5,30.642857142857142,8.018691588785046,22.928571428571427
DS Rathi,2026,153,3,98,16.333333333333332,51.0,9.36734693877551,32.666666666666664
DT Christian,2011,350,11,291,48.5,31.818181818181817,7.216494845360825,26.454545454545453
DT Christian,2012,233,8,169,28.166666666666668,29.125,8.272189349112425,21.125
DT Christian,2013,55,0,38,6.333333333333333,55.0,8.68421052631579,38.0
DT Christian,2017,298,11,249,41.5,27.09090909090909,7.180722891566265,22.636363636363637
DT Christian,2018,101,4,71,11.833333333333334,25.25,8.535211267605634,17.75
DT Christian,2021,155,4,104,17.333333333333332,38.75,8.942307692307693,26.0
DW Steyn,2008,252,10,247,41.166666666666664,25.2,6.1214574898785425,24.7
DW Steyn,2009,62,2,59,9.833333333333334,31.0,6.305084745762711,29.5
DW Steyn,2010,406,15,382,63.666666666666664,27.066666666666666,6.37696335078534,25.466666666666665
DW Steyn,2011,299,14,286,47.666666666666664,21.357142857142858,6.272727272727273,20.428571428571427
DW Steyn,2012,285,18,289,48.166666666666664,15.833333333333334,5.916955017301039,16.055555555555557
DW Steyn,2013,399,19,425,70.83333333333333,21.0,5.632941176470589,22.36842105263158
DW Steyn,2014,431,11,342,57.0,39.18181818181818,7.56140350877193,31.09090909090909
DW Steyn,2015,170,3,116,19.333333333333332,56.666666666666664,8.793103448275863,38.666666666666664
DW Steyn,2016,17,0,13,2.1666666666666665,17.0,7.846153846153847,13.0
DW Steyn,2019,69,4,48,8.0,17.25,8.625,12.0
DW Steyn,2021,133,1,75,12.5,133.0,10.64,75.0
E Malinga,2025,238,13,165,27.5,18.307692307692307,8.654545454545454,12.692307692307692
E Malinga,2026,156,5,102,17.0,31.2,9.176470588235293,20.4
F du Plessis,2012,16,0,6,1.0,16.0,16.0,6.0
FA Allen,2021,90,1,67,11.166666666666666,90.0,8.059701492537314,67.0
FA Allen,2022,46,1,24,4.0,46.0,11.5,24.0
FH Edwards,2009,154,5,150,25.0,30.8,6.16,30.0
FY Fazal,2010,20,0,12,2.0,20.0,10.0,12.0
Fazalhaq Farooqi,2022,110,2,76,12.666666666666666,55.0,8.68421052631579,38.0
Fazalhaq Farooqi,2023,117,4,86,14.333333333333334,29.25,8.162790697674419,21.5
Fazalhaq Farooqi,2025,210,0,104,17.333333333333332,210.0,12.115384615384617,104.0
G Coetzee,2024,341,13,216,36.0,26.23076923076923,9.472222222222221,16.615384615384617
G Coetzee,2025,131,2,76,12.666666666666666,65.5,10.342105263157896,38.0
GB Hogg,2012,253,10,220,36.666666666666664,25.3,6.9,22.0
GB Hogg,2013,31,0,21,3.5,31.0,8.857142857142858,21.0
GB Hogg,2015,144,9,127,21.166666666666668,16.0,6.803149606299212,14.11111111111111
GB Hogg,2016,142,4,98,16.333333333333332,35.5,8.693877551020408,24.5
GC Viljoen,2019,222,7,146,24.333333333333332,31.714285714285715,9.123287671232877,20.857142857142858
GD McGrath,2008,357,12,329,54.833333333333336,29.75,6.51063829787234,27.416666666666668
GD Phillips,2021,20,1,13,2.1666666666666665,20.0,9.230769230769232,13.0
GD Phillips,2023,20,1,18,3.0,20.0,6.666666666666667,18.0
GF Linde,2026,37,0,25,4.166666666666667,37.0,8.879999999999999,25.0
GH Vihari,2013,38,1,37,6.166666666666667,38.0,6.162162162162162,37.0
GH Vihari,2019,9,0,6,1.0,9.0,9.0,6.0
GHS Garton,2021,135,3,97,16.166666666666668,45.0,8.350515463917525,32.333333333333336
GJ Maxwell,2012,22,1,19,3.1666666666666665,22.0,6.947368421052632,19.0
GJ Maxwell,2013,23,0,12,2.0,23.0,11.5,12.0
GJ Maxwell,2014,132,1,70,11.666666666666666,132.0,11.314285714285715,70.0
GJ Maxwell,2015,97,2,63,10.5,48.5,9.238095238095237,31.5
GJ Maxwell,2016,80,0,55,9.166666666666666,80.0,8.727272727272728,55.0
GJ Maxwell,2017,125,7,115,19.166666666666668,17.857142857142858,6.521739130434782,16.428571428571427
GJ Maxwell,2018,132,5,98,16.333333333333332,26.4,8.081632653061225,19.6
GJ Maxwell,2021,304,6,225,37.5,50.666666666666664,8.106666666666667,37.5
GJ Maxwell,2022,165,6,146,24.333333333333332,27.5,6.780821917808219,24.333333333333332
GJ Maxwell,2023,94,3,64,10.666666666666666,31.333333333333332,8.8125,21.333333333333332
GJ Maxwell,2024,129,6,98,16.333333333333332,21.5,7.89795918367347,16.333333333333332
GJ Maxwell,2025,110,4,82,13.666666666666666,27.5,8.048780487804878,20.5
GR Napier,2009,27,1,24,4.0,27.0,6.75,24.0
GS Sandhu,2015,82,1,48,8.0,82.0,10.25,48.0
Gagandeep Singh,2008,141,3,84,14.0,47.0,10.071428571428571,28.0
Gulbadin Naib,2024,12,0,6,1.0,12.0,12.0,6.0
Gurjapneet Singh,2026,62,1,33,5.5,62.0,11.272727272727273,33.0
Gurkeerat Singh,2015,66,3,56,9.333333333333334,22.0,7.071428571428571,18.666666666666668
Gurkeerat Singh,2016,31,2,26,4.333333333333333,15.5,7.153846153846154,13.0
Gurnoor Brar,2023,42,0,21,3.5,42.0,12.0,21.0
H Sharma,2023,28,0,18,3.0,28.0,9.333333333333334,18.0
H Sharma,2024,29,0,12,2.0,29.0,14.5,12.0
HF Gurney,2019,238,7,169,28.166666666666668,34.0,8.449704142011834,24.142857142857142
HH Pandya,2015,176,1,107,17.833333333333332,176.0,9.869158878504674,107.0
HH Pandya,2016,153,3,106,17.666666666666668,51.0,8.660377358490566,35.333333333333336
HH Pandya,2017,213,6,162,27.0,35.5,7.888888888888889,27.0
HH Pandya,2018,381,18,270,45.0,21.166666666666668,8.466666666666667,15.0
HH Pandya,2019,390,14,269,44.833333333333336,27.857142857142858,8.698884758364311,19.214285714285715
HH Pandya,2022,222,8,189,31.5,27.75,7.0476190476190474,23.625
HH Pandya,2023,228,3,156,26.0,76.0,8.76923076923077,52.0
HH Pandya,2024,387,11,226,37.666666666666664,35.18181818181818,10.274336283185841,20.545454545454547
HH Pandya,2025,342,14,229,38.166666666666664,24.428571428571427,8.960698689956333,16.357142857142858
HH Pandya,2026,134,2,77,12.833333333333334,67.0,10.441558441558442,38.5
HR Shokeen,2022,127,2,94,15.666666666666666,63.5,8.106382978723405,47.0
HR Shokeen,2023,187,3,119,19.833333333333332,62.333333333333336,9.428571428571429,39.666666666666664
HV Patel,2012,340,9,249,41.5,37.77777777777778,8.19277108433735,27.666666666666668
HV Patel,2014,113,4,71,11.833333333333334,28.25,9.549295774647886,17.75
HV Patel,2015,328,17,272,45.333333333333336,19.294117647058822,7.235294117647059,16.0
HV Patel,2016,147,1,90,15.0,147.0,9.8,90.0
HV Patel,2017,43,3,25,4.166666666666667,14.333333333333334,10.319999999999999,8.333333333333334
HV Patel,2018,167,7,109,18.166666666666668,23.857142857142858,9.192660550458715,15.571428571428571
HV Patel,2019,77,2,52,8.666666666666666,38.5,8.884615384615385,26.0
HV Patel,2021,593,35,459,76.5,16.942857142857143,7.751633986928105,13.114285714285714
HV Patel,2022,410,19,338,56.333333333333336,21.57894736842105,7.278106508875739,17.789473684210527
HV Patel,2023,454,14,302,50.333333333333336,32.42857142857143,9.019867549668874,21.571428571428573
HV Patel,2024,477,24,317,52.833333333333336,19.875,9.028391167192428,13.208333333333334
HV Patel,2025,430,16,286,47.666666666666664,26.875,9.020979020979022,17.875
HV Patel,2026,94,0,47,7.833333333333333,94.0,12.0,47.0
Harbhajan Singh,2008,82,5,62,10.333333333333334,16.4,7.935483870967741,12.4
Harbhajan Singh,2009,256,12,268,44.666666666666664,21.333333333333332,5.73134328358209,22.333333333333332
Harbhajan Singh,2010,377,17,334,55.666666666666664,22.176470588235293,6.77245508982036,19.647058823529413
Harbhajan Singh,2011,370,14,328,54.666666666666664,26.428571428571427,6.7682926829268295,23.428571428571427
Harbhajan Singh,2012,384,6,335,55.833333333333336,64.0,6.877611940298507,55.833333333333336
Harbhajan Singh,2013,456,24,430,71.66666666666667,19.0,6.362790697674418,17.916666666666668
Harbhajan Singh,2014,356,14,336,56.0,25.428571428571427,6.357142857142857,24.0
Harbhajan Singh,2015,446,18,349,58.166666666666664,24.77777777777778,7.667621776504299,19.38888888888889
Harbhajan Singh,2016,392,9,300,50.0,43.55555555555556,7.84,33.333333333333336
Harbhajan Singh,2017,266,8,247,41.166666666666664,33.25,6.461538461538462,30.875
Harbhajan Singh,2018,270,7,193,32.166666666666664,38.57142857142857,8.39378238341969,27.571428571428573
Harbhajan Singh,2019,312,16,269,44.833333333333336,19.5,6.959107806691449,16.8125
Harbhajan Singh,2021,63,0,45,7.5,63.0,8.4,45.0
Harmeet Singh,2009,192,3,142,23.666666666666668,64.0,8.112676056338028,47.333333333333336
Harmeet Singh,2010,174,8,151,25.166666666666668,21.75,6.913907284768212,18.875
Harmeet Singh,2011,53,3,44,7.333333333333333,17.666666666666668,7.2272727272727275,14.666666666666666
Harmeet Singh,2012,191,7,141,23.5,27.285714285714285,8.127659574468085,20.142857142857142
Harmeet Singh,2013,121,6,96,16.0,20.166666666666668,7.5625,16.0
Harpreet Brar,2019,48,0,30,5.0,48.0,9.6,30.0
Harpreet Brar,2021,180,5,166,27.666666666666668,36.0,6.506024096385542,33.2
Harpreet Brar,2022,146,4,100,16.666666666666668,36.5,8.76,25.0
Harpreet Brar,2023,218,9,166,27.666666666666668,24.22222222222222,7.879518072289156,18.444444444444443
Harpreet Brar,2024,303,7,230,38.333333333333336,43.285714285714285,7.904347826086956,32.857142857142854
Harpreet Brar,2025,190,10,134,22.333333333333332,19.0,8.507462686567164,13.4
Harsh Dubey,2025,98,5,61,10.166666666666666,19.6,9.639344262295083,12.2
Harsh Dubey,2026,130,5,95,15.833333333333334,26.0,8.210526315789473,19.0
Harshit Rana,2022,51,1,31,5.166666666666667,51.0,9.870967741935484,31.0
Harshit Rana,2023,147,5,108,18.0,29.4,8.166666666666666,21.6
Harshit Rana,2024,383,19,264,44.0,20.157894736842106,8.704545454545455,13.894736842105264
Harshit Rana,2025,448,15,276,46.0,29.866666666666667,9.73913043478261,18.4
I Malhotra,2011,23,0,6,1.0,23.0,23.0,6.0
I Sharma,2008,329,7,266,44.333333333333336,47.0,7.421052631578947,38.0
I Sharma,2009,297,11,270,45.0,27.0,6.6,24.545454545454547
I Sharma,2010,236,7,160,26.666666666666668,33.714285714285715,8.85,22.857142857142858
I Sharma,2011,314,11,275,45.833333333333336,28.545454545454547,6.850909090909091,25.0
I Sharma,2013,466,15,374,62.333333333333336,31.066666666666666,7.475935828877005,24.933333333333334
I Sharma,2014,101,3,68,11.333333333333334,33.666666666666664,8.911764705882353,22.666666666666668
I Sharma,2015,159,1,89,14.833333333333334,159.0,10.719101123595506,89.0
I Sharma,2016,148,3,97,16.166666666666668,49.333333333333336,9.154639175257731,32.333333333333336
I Sharma,2017,179,0,114,19.0,179.0,9.421052631578947,114.0
I Sharma,2019,349,13,285,47.5,26.846153846153847,7.347368421052631,21.923076923076923
I Sharma,2021,123,1,92,15.333333333333334,123.0,8.021739130434783,92.0
I Sharma,2023,206,10,157,26.166666666666668,20.6,7.872611464968153,15.7
I Sharma,2024,265,10,182,30.333333333333332,26.5,8.736263736263737,18.2
I Sharma,2025,205,4,117,19.5,51.25,10.512820512820513,29.25
I Udana,2021,282,8,182,30.333333333333332,35.25,9.296703296703297,22.75
IC Pandey,2013,50,1,25,4.166666666666667,50.0,12.0,25.0
IC Pandey,2014,318,6,255,42.5,53.0,7.482352941176471,42.5
IC Pandey,2015,223,11,189,31.5,20.272727272727273,7.079365079365079,17.181818181818183
IC Porel,2021,39,1,26,4.333333333333333,39.0,9.0,26.0
IK Pathan,2008,350,15,336,56.0,23.333333333333332,6.25,22.4
IK Pathan,2009,390,17,314,52.333333333333336,22.941176470588236,7.452229299363057,18.470588235294116
IK Pathan,2010,426,15,290,48.333333333333336,28.4,8.813793103448276,19.333333333333332
IK Pathan,2011,344,11,288,48.0,31.272727272727273,7.166666666666667,26.181818181818183
IK Pathan,2012,465,8,366,61.0,58.125,7.622950819672131,45.75
IK Pathan,2013,382,10,315,52.5,38.2,7.276190476190476,31.5
IK Pathan,2014,205,4,144,24.0,51.25,8.541666666666666,36.0
IK Pathan,2016,61,0,48,8.0,61.0,7.625,48.0
IK Pathan,2017,26,0,12,2.0,26.0,13.0,12.0
IS Sodhi,2018,135,5,138,23.0,27.0,5.869565217391305,27.6
IS Sodhi,2019,67,4,44,7.333333333333333,16.75,9.136363636363637,11.0
Imran Tahir,2014,171,9,131,21.833333333333332,19.0,7.8320610687022905,14.555555555555555
Imran Tahir,2015,314,15,220,36.666666666666664,20.933333333333334,8.563636363636364,14.666666666666666
Imran Tahir,2016,138,5,97,16.166666666666668,27.6,8.536082474226804,19.4
Imran Tahir,2017,369,18,286,47.666666666666664,20.5,7.741258741258742,15.88888888888889
Imran Tahir,2018,188,6,126,21.0,31.333333333333332,8.952380952380953,21.0
Imran Tahir,2019,431,26,388,64.66666666666667,16.576923076923077,6.664948453608247,14.923076923076923
Imran Tahir,2021,92,3,92,15.333333333333334,30.666666666666668,6.0,30.666666666666668
Iqbal Abdulla,2008,22,0,18,3.0,22.0,7.333333333333333,18.0
Iqbal Abdulla,2010,61,1,51,8.5,61.0,7.176470588235294,51.0
