bowler,batting_team,runs_conceded,wickets,balls,overs,economy,average,strike_rate
Ramandeep Singh,Sunrisers Hyderabad,20,3,19,3.1666666666666665,6.315789473684211,6.666666666666667,6.333333333333333
Rashid Khan,Chennai Super Kings,571,19,429,71.5,7.986013986013986,30.05263157894737,22.57894736842105
Rashid Khan,Delhi Capitals,502,24,479,79.83333333333333,6.288100208768268,20.916666666666668,19.958333333333332
Rashid Khan,Kolkata Knight Riders,447,19,381,63.5,7.039370078740157,23.526315789473685,20.05263157894737
Rashid Khan,Lucknow Super Giants,242,9,183,30.5,7.934426229508197,26.88888888888889,20.333333333333332
Rashid Khan,Mumbai Indians,437,21,429,71.5,6.111888111888112,20.80952380952381,20.428571428571427
Rashid Khan,Other,53,6,48,8.0,6.625,8.833333333333334,8.0
Rashid Khan,Punjab Kings,434,26,409,68.16666666666667,6.3667481662591685,16.692307692307693,15.73076923076923
Rashid Khan,Rajasthan Royals,443,20,415,69.16666666666667,6.404819277108433,22.15,20.75
Rashid Khan,Rising Pune Supergiants,35,2,48,8.0,4.375,17.5,24.0
Rashid Khan,Royal Challengers Bengaluru,512,15,376,62.666666666666664,8.170212765957448,34.13333333333333,25.066666666666666
Rashid Khan,Sunrisers Hyderabad,215,2,138,23.0,9.347826086956522,107.5,69.0
Rasikh Salam,Chennai Super Kings,25,0,12,2.0,12.5,25.0,12.0
Rasikh Salam,Delhi Capitals,52,0,33,5.5,9.454545454545455,52.0,33.0
Rasikh Salam,Gujarat Titans,79,3,43,7.166666666666667,11.023255813953488,26.333333333333332,14.333333333333334
Rasikh Salam,Kolkata Knight Riders,112,1,54,9.0,12.444444444444445,112.0,54.0
Rasikh Salam,Lucknow Super Giants,54,4,42,7.0,7.714285714285714,13.5,10.5
Rasikh Salam,Mumbai Indians,75,4,62,10.333333333333334,7.258064516129032,18.75,15.5
Rasikh Salam,Rajasthan Royals,36,1,19,3.1666666666666665,11.368421052631579,36.0,19.0
Rasikh Salam,Royal Challengers Bengaluru,23,2,21,3.5,6.571428571428571,11.5,10.5
Ravi Bishnoi,Chennai Super Kings,246,10,199,33.166666666666664,7.417085427135679,24.6,19.9
Ravi Bishnoi,Delhi Capitals,309,11,229,38.166666666666664,8.096069868995635,28.09090909090909,20.818181818181817
Ravi Bishnoi,Gujarat Titans,189,7,129,21.5,8.790697674418604,27.0,18.428571428571427
Ravi Bishnoi,Kolkata Knight Riders,270,11,233,38.833333333333336,6.952789699570815,24.545454545454547,21.181818181818183
Ravi Bishnoi,Mumbai Indians,384,15,289,48.166666666666664,7.9723183391003465,25.6,19.266666666666666
Ravi Bishnoi,Punjab Kings,168,5,104,17.333333333333332,9.692307692307693,33.6,20.8
Ravi Bishnoi,Rajasthan Royals,219,3,177,29.5,7.423728813559322,73.0,59.0
Ravi Bishnoi,Royal Challengers Bengaluru,330,10,240,40.0,8.25,33.0,24.0
Ravi Bishnoi,Sunrisers Hyderabad,271,9,191,31.833333333333332,8.513089005235603,30.11111111111111,21.22222222222222
S Aravind,Chennai Super Kings,116,6,88,14.666666666666666,7.909090909090909,19.333333333333332,14.666666666666666
S Aravind,Delhi Capitals,90,3,69,11.5,7.826086956521739,30.0,23.0
S Aravind,Kolkata Knight Riders,165,7,106,17.666666666666668,9.339622641509433,23.571428571428573,15.142857142857142
S Aravind,Mumbai Indians,121,4,104,17.333333333333332,6.980769230769231,30.25,26.0
S Aravind,Other,155,5,133,22.166666666666668,6.992481203007518,31.0,26.6
S Aravind,Punjab Kings,139,11,111,18.5,7.513513513513513,12.636363636363637,10.090909090909092
S Aravind,Rajasthan Royals,102,5,67,11.166666666666666,9.134328358208956,20.4,13.4
S Aravind,Rising Pune Supergiants,59,2,49,8.166666666666666,7.224489795918368,29.5,24.5
S Aravind,Sunrisers Hyderabad,92,2,61,10.166666666666666,9.049180327868854,46.0,30.5
S Badree,Delhi Capitals,34,0,25,4.166666666666667,8.16,34.0,25.0
S Badree,Kolkata Knight Riders,73,1,42,7.0,10.428571428571429,73.0,42.0
S Badree,Mumbai Indians,43,5,50,8.333333333333334,5.159999999999999,8.6,10.0
S Badree,Other,29,2,18,3.0,9.666666666666666,14.5,9.0
S Badree,Punjab Kings,14,0,18,3.0,4.666666666666667,14.0,18.0
S Badree,Rajasthan Royals,19,1,25,4.166666666666667,4.56,19.0,25.0
S Badree,Rising Pune Supergiants,63,2,48,8.0,7.875,31.5,24.0
S Badree,Royal Challengers Bengaluru,44,0,37,6.166666666666667,7.135135135135135,44.0,37.0
S Dhawan,Delhi Capitals,34,2,19,3.1666666666666665,10.736842105263158,17.0,9.5
S Dhawan,Kolkata Knight Riders,4,0,6,1.0,4.0,4.0,6.0
S Dhawan,Other,9,1,6,1.0,9.0,9.0,6.0
S Dhawan,Punjab Kings,8,1,12,2.0,4.0,8.0,12.0
S Dhawan,Royal Challengers Bengaluru,11,0,6,1.0,11.0,11.0,6.0
S Dube,Chennai Super Kings,17,0,12,2.0,8.5,17.0,12.0
S Dube,Delhi Capitals,5,0,6,1.0,5.0,5.0,6.0
S Dube,Gujarat Titans,33,0,13,2.1666666666666665,15.230769230769232,33.0,13.0
S Dube,Kolkata Knight Riders,34,0,24,4.0,8.5,34.0,24.0
S Dube,Lucknow Super Giants,25,0,8,1.3333333333333333,18.75,25.0,8.0
S Dube,Mumbai Indians,6,0,7,1.1666666666666667,5.142857142857142,6.0,7.0
S Dube,Punjab Kings,67,3,30,5.0,13.4,22.333333333333332,10.0
S Dube,Rajasthan Royals,4,0,6,1.0,4.0,4.0,6.0
S Dube,Royal Challengers Bengaluru,30,1,13,2.1666666666666665,13.846153846153847,30.0,13.0
S Dube,Sunrisers Hyderabad,22,2,24,4.0,5.5,11.0,12.0
S Gopal,Chennai Super Kings,135,6,121,20.166666666666668,6.694214876033057,22.5,20.166666666666668
S Gopal,Delhi Capitals,202,8,135,22.5,8.977777777777778,25.25,16.875
S Gopal,Kolkata Knight Riders,210,5,127,21.166666666666668,9.921259842519685,42.0,25.4
S Gopal,Mumbai Indians,160,6,127,21.166666666666668,7.559055118110236,26.666666666666668,21.166666666666668
S Gopal,Punjab Kings,214,3,133,22.166666666666668,9.654135338345863,71.33333333333333,44.333333333333336
S Gopal,Rajasthan Royals,84,4,56,9.333333333333334,9.0,21.0,14.0
S Gopal,Rising Pune Supergiants,18,0,18,3.0,6.0,18.0,18.0
S Gopal,Royal Challengers Bengaluru,188,15,169,28.166666666666668,6.674556213017751,12.533333333333333,11.266666666666667
S Gopal,Sunrisers Hyderabad,138,5,114,19.0,7.2631578947368425,27.6,22.8
S Joseph,Kolkata Knight Riders,47,0,30,5.0,9.4,47.0,30.0
S Kaul,Chennai Super Kings,241,2,151,25.166666666666668,9.57615894039735,120.5,75.5
S Kaul,Delhi Capitals,221,7,147,24.5,9.020408163265307,31.571428571428573,21.0
S Kaul,Gujarat Titans,43,0,24,4.0,10.75,43.0,24.0
S Kaul,Kolkata Knight Riders,216,9,167,27.833333333333332,7.7604790419161676,24.0,18.555555555555557
S Kaul,Mumbai Indians,251,12,161,26.833333333333332,9.354037267080745,20.916666666666668,13.416666666666666
S Kaul,Other,57,3,49,8.166666666666666,6.979591836734694,19.0,16.333333333333332
S Kaul,Punjab Kings,228,7,170,28.333333333333332,8.047058823529412,32.57142857142857,24.285714285714285
S Kaul,Rajasthan Royals,213,7,166,27.666666666666668,7.698795180722891,30.428571428571427,23.714285714285715
S Kaul,Rising Pune Supergiants,74,4,43,7.166666666666667,10.325581395348836,18.5,10.75
S Kaul,Royal Challengers Bengaluru,182,6,140,23.333333333333332,7.800000000000001,30.333333333333332,23.333333333333332
S Kaul,Sunrisers Hyderabad,13,1,20,3.3333333333333335,3.9,13.0,20.0
S Kaushik,Delhi Capitals,29,1,24,4.0,7.25,29.0,24.0
S Kaushik,Kolkata Knight Riders,54,0,30,5.0,10.8,54.0,30.0
S Kaushik,Punjab Kings,20,3,25,4.166666666666667,4.8,6.666666666666667,8.333333333333334
S Kaushik,Rising Pune Supergiants,32,0,19,3.1666666666666665,10.105263157894738,32.0,19.0
S Kaushik,Royal Challengers Bengaluru,86,0,38,6.333333333333333,13.578947368421053,86.0,38.0
S Kaushik,Sunrisers Hyderabad,76,2,74,12.333333333333334,6.162162162162162,38.0,37.0
S Ladda,Chennai Super Kings,29,0,18,3.0,9.666666666666666,29.0,18.0
S Ladda,Mumbai Indians,58,2,30,5.0,11.6,29.0,15.0
S Ladda,Other,13,0,7,1.1666666666666667,11.142857142857142,13.0,7.0
S Ladda,Punjab Kings,39,1,24,4.0,9.75,39.0,24.0
S Ladda,Rajasthan Royals,65,1,50,8.333333333333334,7.8,65.0,50.0
S Ladda,Sunrisers Hyderabad,20,1,12,2.0,10.0,20.0,12.0
S Lamichhane,Chennai Super Kings,21,1,24,4.0,5.25,21.0,24.0
S Lamichhane,Kolkata Knight Riders,29,1,24,4.0,7.25,29.0,24.0
S Lamichhane,Mumbai Indians,36,3,25,4.166666666666667,8.639999999999999,12.0,8.333333333333334
S Lamichhane,Punjab Kings,67,5,48,8.0,8.375,13.4,9.6
S Lamichhane,Royal Challengers Bengaluru,107,2,66,11.0,9.727272727272727,53.5,33.0
S Lamichhane,Sunrisers Hyderabad,32,1,24,4.0,8.0,32.0,24.0
S Midhun,Kolkata Knight Riders,27,0,13,2.1666666666666665,12.461538461538462,27.0,13.0
S Nadeem,Chennai Super Kings,184,2,163,27.166666666666668,6.773006134969325,92.0,81.5
S Nadeem,Delhi Capitals,56,1,33,5.5,10.181818181818182,56.0,33.0
S Nadeem,Kolkata Knight Riders,229,5,170,28.333333333333332,8.08235294117647,45.8,34.0
S Nadeem,Mumbai Indians,280,9,246,41.0,6.829268292682927,31.11111111111111,27.333333333333332
S Nadeem,Other,239,5,180,30.0,7.966666666666667,47.8,36.0
S Nadeem,Punjab Kings,76,2,54,9.0,8.444444444444445,38.0,27.0
S Nadeem,Rajasthan Royals,267,7,201,33.5,7.970149253731344,38.142857142857146,28.714285714285715
S Nadeem,Rising Pune Supergiants,44,2,43,7.166666666666667,6.13953488372093,22.0,21.5
S Nadeem,Royal Challengers Bengaluru,260,8,215,35.833333333333336,7.255813953488372,32.5,26.875
S Nadeem,Sunrisers Hyderabad,149,7,139,23.166666666666668,6.431654676258993,21.285714285714285,19.857142857142858
S Narwal,Chennai Super Kings,90,0,31,5.166666666666667,17.419354838709676,90.0,31.0
S Narwal,Delhi Capitals,36,3,25,4.166666666666667,8.639999999999999,12.0,8.333333333333334
S Narwal,Rajasthan Royals,17,0,14,2.3333333333333335,7.285714285714286,17.0,14.0
S Narwal,Royal Challengers Bengaluru,24,0,19,3.1666666666666665,7.578947368421053,24.0,19.0
S Narwal,Sunrisers Hyderabad,35,2,24,4.0,8.75,17.5,12.0
S Rana,Chennai Super Kings,16,0,12,2.0,8.0,16.0,12.0
S Rana,Kolkata Knight Riders,2,0,4,0.6666666666666666,3.0,2.0,4.0
S Randiv,Kolkata Knight Riders,47,1,38,6.333333333333333,7.421052631578948,47.0,38.0
S Randiv,Mumbai Indians,31,1,21,3.5,8.857142857142858,31.0,21.0
S Randiv,Other,23,0,24,4.0,5.75,23.0,24.0
S Randiv,Punjab Kings,32,1,24,4.0,8.0,32.0,24.0
S Randiv,Rajasthan Royals,32,1,24,4.0,8.0,32.0,24.0
S Randiv,Royal Challengers Bengaluru,24,2,24,4.0,6.0,12.0,12.0
S Randiv,Sunrisers Hyderabad,34,0,25,4.166666666666667,8.16,34.0,25.0
S Sandeep Warrier,Chennai Super Kings,28,1,18,3.0,9.333333333333334,28.0,18.0
S Sandeep Warrier,Delhi Capitals,70,5,49,8.166666666666666,8.571428571428571,14.0,9.8
S Sandeep Warrier,Mumbai Indians,88,0,70,11.666666666666666,7.542857142857144,88.0,70.0
S Sandeep Warrier,Punjab Kings,52,2,31,5.166666666666667,10.064516129032258,26.0,15.5
S Sandeep Warrier,Royal Challengers Bengaluru,15,0,8,1.3333333333333333,11.25,15.0,8.0
S Sreesanth,Chennai Super Kings,154,6,121,20.166666666666668,7.636363636363636,25.666666666666668,20.166666666666668
S Sreesanth,Delhi Capitals,154,8,159,26.5,5.811320754716981,19.25,19.875
S Sreesanth,Kolkata Knight Riders,107,5,93,15.5,6.903225806451613,21.4,18.6
S Sreesanth,Mumbai Indians,87,4,59,9.833333333333334,8.847457627118644,21.75,14.75
S Sreesanth,Other,59,0,39,6.5,9.076923076923077,59.0,39.0
S Sreesanth,Punjab Kings,76,2,62,10.333333333333334,7.354838709677419,38.0,31.0
S Sreesanth,Rajasthan Royals,202,5,138,23.0,8.782608695652174,40.4,27.6
S Sreesanth,Royal Challengers Bengaluru,173,7,139,23.166666666666668,7.467625899280575,24.714285714285715,19.857142857142858
S Sreesanth,Sunrisers Hyderabad,182,3,137,22.833333333333332,7.97080291970803,60.666666666666664,45.666666666666664
S Sriram,Kolkata Knight Riders,24,0,12,2.0,12.0,24.0,12.0
S Sriram,Punjab Kings,25,0,6,1.0,25.0,25.0,6.0
S Tyagi,Delhi Capitals,18,2,19,3.1666666666666665,5.684210526315789,9.0,9.5
S Tyagi,Kolkata Knight Riders,29,0,18,3.0,9.666666666666666,29.0,18.0
S Tyagi,Mumbai Indians,49,2,37,6.166666666666667,7.945945945945946,24.5,18.5
S Tyagi,Punjab Kings,34,0,25,4.166666666666667,8.16,34.0,25.0
S Tyagi,Rajasthan Royals,65,0,51,8.5,7.647058823529412,65.0,51.0
S Tyagi,Royal Challengers Bengaluru,40,1,38,6.333333333333333,6.315789473684211,40.0,38.0
S Tyagi,Sunrisers Hyderabad,60,1,32,5.333333333333333,11.25,60.0,32.0
S Vidyut,Rajasthan Royals,22,1,13,2.1666666666666665,10.153846153846155,22.0,13.0
SA Abbott,Delhi Capitals,47,1,27,4.5,10.444444444444445,47.0,27.0
SA Abbott,Kolkata Knight Riders,36,0,18,3.0,12.0,36.0,18.0
SA Abbott,Sunrisers Hyderabad,21,0,14,2.3333333333333335,9.0,21.0,14.0
SA Yadav,Delhi Capitals,8,0,6,1.0,8.0,8.0,6.0
SB Bangar,Chennai Super Kings,36,1,24,4.0,9.0,36.0,24.0
SB Bangar,Delhi Capitals,30,0,13,2.1666666666666665,13.846153846153847,30.0,13.0
SB Bangar,Kolkata Knight Riders,29,0,26,4.333333333333333,6.6923076923076925,29.0,26.0
SB Bangar,Mumbai Indians,34,2,24,4.0,8.5,17.0,12.0
SB Bangar,Punjab Kings,26,0,24,4.0,6.5,26.0,24.0
SB Bangar,Rajasthan Royals,20,0,12,2.0,10.0,20.0,12.0
SB Bangar,Royal Challengers Bengaluru,44,1,30,5.0,8.8,44.0,30.0
SB Jakati,Chennai Super Kings,41,0,22,3.6666666666666665,11.181818181818182,41.0,22.0
SB Jakati,Delhi Capitals,140,7,115,19.166666666666668,7.304347826086956,20.0,16.428571428571427
SB Jakati,Kolkata Knight Riders,232,6,189,31.5,7.365079365079365,38.666666666666664,31.5
SB Jakati,Mumbai Indians,212,6,171,28.5,7.43859649122807,35.333333333333336,28.5
SB Jakati,Other,100,2,84,14.0,7.142857142857143,50.0,42.0
SB Jakati,Punjab Kings,84,1,43,7.166666666666667,11.720930232558139,84.0,43.0
SB Jakati,Rajasthan Royals,166,7,128,21.333333333333332,7.78125,23.714285714285715,18.285714285714285
SB Jakati,Rising Pune Supergiants,62,0,36,6.0,10.333333333333334,62.0,36.0
SB Jakati,Royal Challengers Bengaluru,265,7,191,31.833333333333332,8.324607329842932,37.857142857142854,27.285714285714285
SB Jakati,Sunrisers Hyderabad,149,11,122,20.333333333333332,7.327868852459017,13.545454545454545,11.090909090909092
SB Joshi,Delhi Capitals,19,0,6,1.0,19.0,19.0,6.0
SB Joshi,Kolkata Knight Riders,26,0,18,3.0,8.666666666666666,26.0,18.0
SB Joshi,Mumbai Indians,10,0,12,2.0,5.0,10.0,12.0
SB Joshi,Rajasthan Royals,27,1,19,3.1666666666666665,8.526315789473685,27.0,19.0
SB Styris,Chennai Super Kings,40,1,37,6.166666666666667,6.486486486486486,40.0,37.0
SB Styris,Delhi Capitals,33,0,25,4.166666666666667,7.919999999999999,33.0,25.0
SB Styris,Kolkata Knight Riders,79,2,67,11.166666666666666,7.074626865671642,39.5,33.5
SB Styris,Punjab Kings,49,1,30,5.0,9.8,49.0,30.0
SB Styris,Rajasthan Royals,14,0,13,2.1666666666666665,6.461538461538462,14.0,13.0
SB Styris,Royal Challengers Bengaluru,61,4,50,8.333333333333334,7.319999999999999,15.25,12.5
SB Wagh,Chennai Super Kings,16,1,6,1.0,16.0,16.0,6.0
SB Wagh,Delhi Capitals,38,0,20,3.3333333333333335,11.4,38.0,20.0
SB Wagh,Mumbai Indians,31,1,31,5.166666666666667,6.0,31.0,31.0
SB Wagh,Other,10,0,12,2.0,5.0,10.0,12.0
SB Wagh,Punjab Kings,34,3,33,5.5,6.181818181818182,11.333333333333334,11.0
SB Wagh,Sunrisers Hyderabad,8,0,6,1.0,8.0,8.0,6.0
SC Ganguly,Delhi Capitals,74,2,61,10.166666666666666,7.278688524590164,37.0,30.5
SC Ganguly,Kolkata Knight Riders,17,0,13,2.1666666666666665,7.846153846153847,17.0,13.0
SC Ganguly,Mumbai Indians,43,0,25,4.166666666666667,10.319999999999999,43.0,25.0
SC Ganguly,Punjab Kings,33,2,30,5.0,6.6,16.5,15.0
SC Ganguly,Rajasthan Royals,61,1,36,6.0,10.166666666666666,61.0,36.0
SC Ganguly,Royal Challengers Bengaluru,63,3,67,11.166666666666666,5.64179104477612,21.0,22.333333333333332
SC Ganguly,Sunrisers Hyderabad,72,2,48,8.0,9.0,36.0,24.0
SC Kuggeleijn,Kolkata Knight Riders,34,0,25,4.166666666666667,8.16,34.0,25.0
SC Kuggeleijn,Punjab Kings,37,2,25,4.166666666666667,8.879999999999999,18.5,12.5
SD Chitnis,Punjab Kings,40,2,25,4.166666666666667,9.6,20.0,12.5
SD Chitnis,Sunrisers Hyderabad,20,0,13,2.1666666666666665,9.230769230769232,20.0,13.0
SE Bond,Chennai Super Kings,33,0,24,4.0,8.25,33.0,24.0
SE Bond,Mumbai Indians,55,2,42,7.0,7.857142857142857,27.5,21.0
SE Bond,Punjab Kings,56,3,50,8.333333333333334,6.72,18.666666666666668,16.666666666666668
SE Bond,Rajasthan Royals,52,3,49,8.166666666666666,6.367346938775511,17.333333333333332,16.333333333333332
SE Bond,Sunrisers Hyderabad,28,1,26,4.333333333333333,6.461538461538462,28.0,26.0
SE Rutherford,Chennai Super Kings,19,0,14,2.3333333333333335,8.142857142857142,19.0,14.0
SE Rutherford,Punjab Kings,5,0,6,1.0,5.0,5.0,6.0
SE Rutherford,Rajasthan Royals,18,0,13,2.1666666666666665,8.307692307692308,18.0,13.0
SE Rutherford,Royal Challengers Bengaluru,6,1,6,1.0,6.0,6.0,6.0
SE Rutherford,Sunrisers Hyderabad,11,0,7,1.1666666666666667,9.428571428571429,11.0,7.0
SH Johnson,Chennai Super Kings,35,1,24,4.0,8.75,35.0,24.0
SH Johnson,Delhi Capitals,22,1,14,2.3333333333333335,9.428571428571429,22.0,14.0
SH Johnson,Lucknow Super Giants,78,0,45,7.5,10.4,78.0,45.0
SH Johnson,Mumbai Indians,39,2,24,4.0,9.75,19.5,12.0
SH Johnson,Rajasthan Royals,79,1,51,8.5,9.294117647058824,79.0,51.0
SH Johnson,Royal Challengers Bengaluru,31,0,14,2.3333333333333335,13.285714285714285,31.0,14.0
SJ Srivastava,Chennai Super Kings,25,0,20,3.3333333333333335,7.5,25.0,20.0
SJ Srivastava,Delhi Capitals,85,2,51,8.5,10.0,42.5,25.5
SJ Srivastava,Kolkata Knight Riders,58,2,42,7.0,8.285714285714286,29.0,21.0
SJ Srivastava,Mumbai Indians,44,2,40,6.666666666666667,6.6,22.0,20.0
SJ Srivastava,Other,54,3,46,7.666666666666667,7.0434782608695645,18.0,15.333333333333334
SJ Srivastava,Rajasthan Royals,49,1,27,4.5,10.88888888888889,49.0,27.0
SJ Srivastava,Royal Challengers Bengaluru,51,3,30,5.0,10.2,17.0,10.0
SJ Srivastava,Sunrisers Hyderabad,75,1,50,8.333333333333334,9.0,75.0,50.0
SK Raina,Delhi Capitals,133,0,109,18.166666666666668,7.321100917431192,133.0,109.0
SK Raina,Kolkata Knight Riders,133,3,115,19.166666666666668,6.939130434782609,44.333333333333336,38.333333333333336
SK Raina,Mumbai Indians,150,3,114,19.0,7.894736842105263,50.0,38.0
SK Raina,Other,75,0,80,13.333333333333334,5.625,75.0,80.0
SK Raina,Punjab Kings,124,3,103,17.166666666666668,7.223300970873786,41.333333333333336,34.333333333333336
SK Raina,Rajasthan Royals,91,4,83,13.833333333333334,6.578313253012048,22.75,20.75
SK Raina,Rising Pune Supergiants,9,0,6,1.0,9.0,9.0,6.0
SK Raina,Royal Challengers Bengaluru,228,2,165,27.5,8.290909090909091,114.0,82.5
SK Raina,Sunrisers Hyderabad,175,10,155,25.833333333333332,6.774193548387097,17.5,15.5
SK Trivedi,Chennai Super Kings,286,4,204,34.0,8.411764705882353,71.5,51.0
SK Trivedi,Delhi Capitals,216,5,168,28.0,7.714285714285714,43.2,33.6
SK Trivedi,Kolkata Knight Riders,238,9,197,32.833333333333336,7.248730964467004,26.444444444444443,21.88888888888889
SK Trivedi,Mumbai Indians,232,7,205,34.166666666666664,6.790243902439025,33.142857142857146,29.285714285714285
SK Trivedi,Other,155,6,135,22.5,6.888888888888889,25.833333333333332,22.5
SK Trivedi,Punjab Kings,298,11,236,39.333333333333336,7.576271186440677,27.09090909090909,21.454545454545453
SK Trivedi,Royal Challengers Bengaluru,211,9,166,27.666666666666668,7.626506024096385,23.444444444444443,18.444444444444443
SK Trivedi,Sunrisers Hyderabad,268,14,246,41.0,6.536585365853658,19.142857142857142,17.571428571428573
SK Warne,Chennai Super Kings,263,7,206,34.333333333333336,7.660194174757281,37.57142857142857,29.428571428571427
SK Warne,Delhi Capitals,209,8,180,30.0,6.966666666666667,26.125,22.5
SK Warne,Kolkata Knight Riders,182,4,173,28.833333333333332,6.3121387283237,45.5,43.25
SK Warne,Mumbai Indians,179,7,159,26.5,6.754716981132075,25.571428571428573,22.714285714285715
SK Warne,Other,47,4,48,8.0,5.875,11.75,12.0
SK Warne,Punjab Kings,225,7,136,22.666666666666668,9.926470588235293,32.142857142857146,19.428571428571427
SK Warne,Royal Challengers Bengaluru,153,8,156,26.0,5.884615384615385,19.125,19.5
SK Warne,Sunrisers Hyderabad,189,12,165,27.5,6.872727272727273,15.75,13.75
SL Malinga,Chennai Super Kings,590,31,521,86.83333333333333,6.794625719769674,19.032258064516128,16.806451612903224
SL Malinga,Delhi Capitals,313,22,299,49.833333333333336,6.280936454849498,14.227272727272727,13.590909090909092
SL Malinga,Kolkata Knight Riders,457,20,411,68.5,6.671532846715328,22.85,20.55
SL Malinga,Other,269,17,236,39.333333333333336,6.838983050847458,15.823529411764707,13.882352941176471
SL Malinga,Punjab Kings,440,22,352,58.666666666666664,7.5,20.0,16.0
SL Malinga,Rajasthan Royals,390,11,315,52.5,7.428571428571429,35.45454545454545,28.636363636363637
SL Malinga,Rising Pune Supergiants,35,1,43,7.166666666666667,4.883720930232558,35.0,43.0
SL Malinga,Royal Challengers Bengaluru,469,14,391,65.16666666666667,7.19693094629156,33.5,27.928571428571427
SL Malinga,Sunrisers Hyderabad,403,32,406,67.66666666666667,5.955665024630542,12.59375,12.6875
SM Boland,Delhi Capitals,31,2,24,4.0,7.75,15.5,12.0
SM Boland,Mumbai Indians,23,0,19,3.1666666666666665,7.2631578947368425,23.0,19.0
SM Curran,Chennai Super Kings,187,5,120,20.0,9.35,37.4,24.0
SM Curran,Delhi Capitals,195,8,145,24.166666666666668,8.068965517241379,24.375,18.125
SM Curran,Gujarat Titans,61,2,47,7.833333333333333,7.787234042553192,30.5,23.5
SM Curran,Kolkata Knight Riders,344,5,181,30.166666666666668,11.403314917127071,68.8,36.2
SM Curran,Lucknow Super Giants,97,7,68,11.333333333333334,8.558823529411764,13.857142857142858,9.714285714285714
SM Curran,Mumbai Indians,252,7,144,24.0,10.5,36.0,20.571428571428573
SM Curran,Punjab Kings,85,1,67,11.166666666666666,7.611940298507463,85.0,67.0
SM Curran,Rajasthan Royals,309,12,200,33.333333333333336,9.27,25.75,16.666666666666668
SM Curran,Royal Challengers Bengaluru,308,8,194,32.333333333333336,9.525773195876289,38.5,24.25
SM Curran,Sunrisers Hyderabad,195,4,142,23.666666666666668,8.23943661971831,48.75,35.5
SM Harwood,Chennai Super Kings,22,0,13,2.1666666666666665,10.153846153846155,22.0,13.0
SM Harwood,Punjab Kings,26,1,30,5.0,5.2,26.0,30.0
SM Harwood,Sunrisers Hyderabad,25,2,24,4.0,6.25,12.5,12.0
SM Pollock,Chennai Super Kings,41,1,43,7.166666666666667,5.720930232558139,41.0,43.0
SM Pollock,Delhi Capitals,49,2,42,7.0,7.0,24.5,21.0
SM Pollock,Kolkata Knight Riders,39,5,49,8.166666666666666,4.775510204081633,7.8,9.8
SM Pollock,Punjab Kings,54,2,43,7.166666666666667,7.534883720930233,27.0,21.5
SM Pollock,Rajasthan Royals,45,1,43,7.166666666666667,6.27906976744186,45.0,43.0
SM Pollock,Royal Challengers Bengaluru,40,0,48,8.0,5.0,40.0,48.0
SM Pollock,Sunrisers Hyderabad,33,0,12,2.0,16.5,33.0,12.0
SMSM Senanayake,Chennai Super Kings,18,1,24,4.0,4.5,18.0,24.0
SMSM Senanayake,Mumbai Indians,50,1,24,4.0,12.5,50.0,24.0
SMSM Senanayake,Other,22,1,24,4.0,5.5,22.0,24.0
SMSM Senanayake,Punjab Kings,57,2,48,8.0,7.125,28.5,24.0
SMSM Senanayake,Rajasthan Royals,26,2,26,4.333333333333333,6.0,13.0,13.0
SMSM Senanayake,Royal Challengers Bengaluru,18,1,24,4.0,4.5,18.0,24.0
SMSM Senanayake,Sunrisers Hyderabad,18,1,25,4.166666666666667,4.319999999999999,18.0,25.0
SN Khan,Royal Challengers Bengaluru,6,0,2,0.3333333333333333,18.0,6.0,2.0
SN Thakur,Chennai Super Kings,109,1,67,11.166666666666666,9.761194029850747,109.0,67.0
SN Thakur,Delhi Capitals,361,9,217,36.166666666666664,9.981566820276498,40.111111111111114,24.11111111111111
SN Thakur,Gujarat Titans,141,2,97,16.166666666666668,8.721649484536082,70.5,48.5
SN Thakur,Kolkata Knight Riders,421,17,303,50.5,8.336633663366337,24.764705882352942,17.823529411764707
SN Thakur,Lucknow Super Giants,138,6,85,14.166666666666666,9.741176470588236,23.0,14.166666666666666
SN Thakur,Mumbai Indians,475,12,310,51.666666666666664,9.193548387096774,39.583333333333336,25.833333333333332
SN Thakur,Other,39,2,38,6.333333333333333,6.157894736842105,19.5,19.0
SN Thakur,Punjab Kings,454,20,302,50.333333333333336,9.019867549668874,22.7,15.1
SN Thakur,Rajasthan Royals,386,12,273,45.5,8.483516483516484,32.166666666666664,22.75
SN Thakur,Royal Challengers Bengaluru,355,15,240,40.0,8.875,23.666666666666668,16.0
SN Thakur,Sunrisers Hyderabad,555,18,371,61.833333333333336,8.975741239892184,30.833333333333332,20.61111111111111
SP Narine,Chennai Super Kings,560,27,542,90.33333333333333,6.199261992619927,20.74074074074074,20.074074074074073
SP Narine,Delhi Capitals,620,27,556,92.66666666666667,6.690647482014388,22.962962962962962,20.59259259259259
SP Narine,Gujarat Titans,124,4,92,15.333333333333334,8.08695652173913,31.0,23.0
SP Narine,Lucknow Super Giants,165,6,165,27.5,6.0,27.5,27.5
SP Narine,Mumbai Indians,669,27,580,96.66666666666667,6.9206896551724135,24.77777777777778,21.48148148148148
SP Narine,Other,171,5,170,28.333333333333332,6.035294117647059,34.2,34.0
SP Narine,Punjab Kings,730,36,639,106.5,6.854460093896714,20.27777777777778,17.75
